year,month,mean_temp,max_temp,min_temp,precipitation
1951,Sep,25.43,30.31,20.61,177.08
1951,Oct,25.77,30.73,20.85,184.17
1951,Nov,26.25,31.07,21.48,192.89
1951,Dec,25.75,30.29,21.26,267.51
1952,Jan,25.69,30.14,21.3,292.97
1952,Feb,25.77,30.28,21.3,327.35
1952,Mar,25.45,30.04,20.91,336.63
1952,Apr,25.92,30.56,21.33,250.71
1952,May,25.73,30.3,21.21,223.62
1952,Jun,25.4,30.07,20.78,173.34
1952,Jul,24.99,29.71,20.32,165.09
1952,Aug,25.02,29.89,20.21,174.81
1952,Sep,25.44,30.4,20.54,179.9
1952,Oct,25.68,30.66,20.74,237.15
1952,Nov,25.37,30.14,20.64,276.26
1952,Dec,25.48,30.07,20.95,291.22
1953,Jan,25.49,30.01,21.03,274.85
1953,Feb,25.36,29.94,20.84,249.42
1953,Mar,25.7,30.3,21.15,303.01
1953,Apr,25.87,30.51,21.28,288.26
1953,May,25.61,30.24,21.02,278.94
1953,Jun,25.56,30.21,20.96,161.49
1953,Jul,24.8,29.52,20.13,192.83
1953,Aug,25.07,30.08,20.12,138.45
1953,Sep,25.47,30.4,20.59,158.66
1953,Oct,26.0,31.03,21.02,196.15
1953,Nov,25.75,30.58,20.96,258.16
1953,Dec,25.87,30.49,21.3,272.23
1954,Jan,25.67,30.23,21.16,300.91
1954,Feb,25.57,30.22,20.97,259.31
1954,Mar,25.72,30.34,21.13,312.2
1954,Apr,25.92,30.58,21.32,304.55
1954,May,25.82,30.49,21.2,247.11
1954,Jun,25.33,29.98,20.74,212.92
1954,Jul,24.9,29.65,20.19,197.1
1954,Aug,24.98,29.89,20.13,224.34
1954,Sep,25.36,30.3,20.47,193.47
1954,Oct,25.28,30.3,20.31,263.83
1954,Nov,25.16,30.0,20.38,271.36
1954,Dec,25.4,29.96,20.89,291.56
1955,Jan,25.4,29.9,20.96,294.83
1955,Feb,25.33,29.92,20.79,271.97
1955,Mar,25.52,30.19,20.89,267.71
1955,Apr,25.69,30.37,21.06,292.69
1955,May,25.93,30.59,21.33,242.97
1955,Jun,25.29,29.99,20.65,212.4
1955,Jul,24.82,29.58,20.12,233.61
1955,Aug,24.93,29.76,20.16,232.92
1955,Sep,25.33,30.24,20.47,216.05
1955,Oct,25.64,30.68,20.65,256.96
1955,Nov,25.3,30.1,20.55,279.7
1955,Dec,25.41,29.97,20.89,302.76
1956,Jan,25.04,29.56,20.58,297.09
1956,Feb,25.37,29.97,20.82,241.65
1956,Mar,25.54,30.14,20.99,246.85
1956,Apr,25.86,30.55,21.22,246.93
1956,May,25.64,30.28,21.05,239.27
1956,Jun,25.15,29.83,20.53,208.18
1956,Jul,24.77,29.5,20.1,190.65
1956,Aug,24.93,29.78,20.13,232.06
1956,Sep,25.12,30.05,20.24,177.8
1956,Oct,25.42,30.38,20.52,247.86
1956,Nov,25.47,30.2,20.78,286.04
1956,Dec,25.09,29.58,20.65,295.52
1957,Jan,25.25,29.75,20.8,248.49
1957,Feb,25.26,29.89,20.68,245.17
1957,Mar,25.51,30.07,20.99,282.37
1957,Apr,26.02,30.66,21.42,234.18
1957,May,25.79,30.36,21.27,214.08
1957,Jun,25.61,30.27,20.99,160.06
1957,Jul,25.07,29.8,20.38,218.99
1957,Aug,25.12,30.0,20.3,173.52
1957,Sep,25.24,30.17,20.37,148.82
1957,Oct,25.9,30.91,20.94,155.42
1957,Nov,25.98,30.79,21.21,204.16
1957,Dec,25.67,30.16,21.24,353.07
1958,Jan,25.9,30.42,21.43,264.31
1958,Feb,25.65,30.24,21.11,264.97
1958,Mar,26.0,30.58,21.46,283.78
1958,Apr,26.26,30.96,21.6,254.1
1958,May,26.22,30.81,21.69,250.9
1958,Jun,25.75,30.4,21.15,194.12
1958,Jul,25.2,30.0,20.46,133.49
1958,Aug,25.14,29.95,20.37,235.32
1958,Sep,25.49,30.44,20.59,145.76
1958,Oct,25.74,30.7,20.82,232.53
1958,Nov,25.45,30.18,20.77,259.38
1958,Dec,25.51,30.05,21.03,281.89
1959,Jan,25.43,29.83,21.07,251.3
1959,Feb,25.72,30.34,21.16,243.52
1959,Mar,25.57,30.12,21.06,322.45
1959,Apr,25.73,30.35,21.17,306.56
1959,May,25.94,30.44,21.49,276.41
1959,Jun,25.24,29.74,20.79,223.37
1959,Jul,24.85,29.56,20.19,168.81
1959,Aug,24.86,29.69,20.08,134.55
1959,Sep,25.24,30.15,20.38,156.37
1959,Oct,25.81,30.78,20.9,182.13
1959,Nov,25.9,30.58,21.26,220.34
1959,Dec,25.58,30.17,21.04,300.25
1960,Jan,25.35,29.74,21.02,291.1
1960,Feb,25.39,29.85,20.98,288.84
1960,Mar,25.59,30.27,20.96,242.79
1960,Apr,25.8,30.34,21.31,252.95
1960,May,25.73,30.33,21.18,236.01
1960,Jun,25.28,29.93,20.68,173.83
1960,Jul,24.94,29.55,20.38,226.87
1960,Aug,25.33,30.18,20.53,157.05
1960,Sep,25.43,30.34,20.56,201.06
1960,Oct,25.89,30.9,20.93,167.64
1960,Nov,25.75,30.41,21.15,260.07
1960,Dec,25.77,30.32,21.27,281.53
1961,Jan,25.24,29.65,20.89,287.25
1961,Feb,25.55,30.01,21.16,274.11
1961,Mar,25.79,30.31,21.31,273.23
1961,Apr,25.85,30.38,21.37,276.05
1961,May,25.75,30.31,21.24,226.18
1961,Jun,25.03,29.69,20.43,172.35
1961,Jul,24.72,29.54,19.96,133.91
1961,Aug,24.79,29.71,19.91,118.16
1961,Sep,25.04,30.11,20.02,130.77
1961,Oct,25.53,30.61,20.51,128.04
1961,Nov,25.7,30.52,20.93,203.9
1961,Dec,25.68,30.19,21.23,262.67
1962,Jan,25.18,29.46,20.96,348.54
1962,Feb,25.1,29.48,20.77,254.61
1962,Mar,25.34,29.77,20.96,319.14
1962,Apr,25.62,30.16,21.11,296.39
1962,May,25.65,30.21,21.13,227.81
1962,Jun,25.23,29.88,20.63,215.48
1962,Jul,25.08,29.72,20.5,148.53
1962,Aug,24.75,29.49,20.06,192.9
1962,Sep,25.25,30.09,20.45,173.69
1962,Oct,25.8,30.57,21.09,221.2
1962,Nov,25.87,30.47,21.31,252.54
1962,Dec,25.5,29.89,21.15,305.17
1963,Jan,24.88,29.01,20.8,347.4
1963,Feb,25.1,29.45,20.79,286.5
1963,Mar,25.35,29.78,20.98,271.47
1963,Apr,25.87,30.61,21.17,195.88
1963,May,25.78,30.3,21.31,201.07
1963,Jun,25.47,30.22,20.78,119.85
1963,Jul,24.87,29.64,20.16,123.82
1963,Aug,24.81,29.69,19.99,151.49
1963,Sep,25.35,30.31,20.43,128.18
1963,Oct,25.79,30.78,20.84,149.07
1963,Nov,26.06,30.86,21.31,191.16
1963,Dec,25.8,30.39,21.26,255.31
1964,Jan,25.85,30.37,21.37,262.6
1964,Feb,25.73,30.15,21.36,291.41
1964,Mar,25.62,30.02,21.26,302.06
1964,Apr,25.92,30.37,21.51,286.7
1964,May,25.88,30.39,21.42,225.82
1964,Jun,25.24,29.87,20.66,164.27
1964,Jul,24.84,29.44,20.28,210.77
1964,Aug,24.94,29.81,20.11,179.44
1964,Sep,25.38,30.14,20.68,216.54
1964,Oct,25.33,30.19,20.51,266.83
1964,Nov,25.31,29.91,20.76,289.39
1964,Dec,25.18,29.74,20.67,256.36
1965,Jan,24.86,29.35,20.43,266.46
1965,Feb,25.31,29.93,20.75,255.98
1965,Mar,25.35,29.82,20.93,295.27
1965,Apr,25.38,30.03,20.77,218.08
1965,May,25.54,30.08,21.04,254.11
1965,Jun,25.25,29.96,20.59,158.72
1965,Jul,24.72,29.49,20.0,94.08
1965,Aug,24.84,29.79,19.94,126.54
1965,Sep,25.26,30.3,20.27,111.79
1965,Oct,25.76,30.84,20.73,163.69
1965,Nov,26.11,30.96,21.32,189.65
1965,Dec,25.7,30.29,21.17,273.4
1966,Jan,25.49,29.99,21.03,296.57
1966,Feb,25.6,30.12,21.12,278.68
1966,Mar,25.71,30.26,21.22,344.54
1966,Apr,26.05,30.71,21.45,248.72
1966,May,25.89,30.49,21.35,194.24
1966,Jun,25.26,29.92,20.65,163.3
1966,Jul,24.8,29.5,20.15,124.89
1966,Aug,25.07,29.75,20.43,190.89
1966,Sep,25.6,30.5,20.75,140.39
1966,Oct,25.67,30.49,20.89,240.3
1966,Nov,25.77,30.5,21.09,258.71
1966,Dec,25.49,30.03,20.99,289.09
1967,Jan,25.26,29.65,20.93,316.97
1967,Feb,25.2,29.65,20.8,252.27
1967,Mar,25.41,29.92,20.95,229.45
1967,Apr,25.52,30.21,20.87,242.23
1967,May,25.57,30.22,20.97,215.3
1967,Jun,25.2,29.92,20.53,166.56
1967,Jul,24.8,29.53,20.11,138.72
1967,Aug,25.11,29.99,20.28,132.18
1967,Sep,25.26,30.28,20.29,118.64
1967,Oct,25.67,30.67,20.72,157.55
1967,Nov,25.74,30.46,21.06,233.38
1967,Dec,25.46,29.89,21.08,293.63
1968,Jan,25.22,29.68,20.82,306.42
1968,Feb,25.07,29.71,20.48,202.38
1968,Mar,25.56,30.16,21.02,304.91
1968,Apr,25.62,30.35,20.94,235.29
1968,May,25.66,30.3,21.06,263.29
1968,Jun,25.46,30.1,20.88,186.7
1968,Jul,25.0,29.57,20.47,233.12
1968,Aug,25.0,29.71,20.33,188.32
1968,Sep,25.42,30.36,20.54,153.95
1968,Oct,25.62,30.55,20.75,215.53
1968,Nov,25.73,30.55,20.96,230.74
1968,Dec,25.59,30.1,21.13,324.99
1969,Jan,25.63,30.3,21.02,248.84
1969,Feb,25.7,30.32,21.12,249.3
1969,Mar,25.99,30.62,21.42,274.75
1969,Apr,26.1,30.76,21.48,268.6
1969,May,26.04,30.64,21.5,222.55
1969,Jun,25.48,30.04,20.98,181.76
1969,Jul,25.09,29.7,20.53,158.83
1969,Aug,25.06,29.9,20.27,172.86
1969,Sep,25.42,30.34,20.56,155.23
1969,Oct,25.78,30.78,20.84,207.61
1969,Nov,25.86,30.56,21.21,236.82
1969,Dec,25.55,29.98,21.17,289.67
1970,Jan,25.67,30.16,21.23,289.73
1970,Feb,25.72,30.39,21.12,254.66
1970,Mar,25.96,30.65,21.32,299.01
1970,Apr,25.99,30.53,21.5,294.06
1970,May,25.86,30.44,21.34,261.35
1970,Jun,25.52,30.1,21.0,204.5
1970,Jul,24.94,29.58,20.35,183.54
1970,Aug,25.03,29.91,20.21,163.01
1970,Sep,25.37,30.24,20.55,214.41
1970,Oct,25.81,30.71,20.95,239.37
1970,Nov,25.72,30.43,21.05,270.23
1970,Dec,25.45,29.95,21.0,305.16
1971,Jan,25.11,29.49,20.78,308.79
1971,Feb,25.12,29.55,20.74,253.2
1971,Mar,25.4,29.94,20.91,256.9
1971,Apr,25.81,30.47,21.2,202.26
1971,May,25.77,30.5,21.09,226.96
1971,Jun,25.22,29.91,20.58,214.9
1971,Jul,24.91,29.63,20.24,163.56
1971,Aug,24.89,29.68,20.14,231.34
1971,Sep,25.55,30.5,20.66,242.6
1971,Oct,25.62,30.56,20.72,255.33
1971,Nov,25.37,30.14,20.66,270.89
1971,Dec,25.46,29.96,21.02,288.01
1972,Jan,25.02,29.58,20.5,239.98
1972,Feb,25.51,30.19,20.89,240.23
1972,Mar,25.36,30.0,20.77,269.42
1972,Apr,25.67,30.45,20.94,259.49
1972,May,25.8,30.54,21.1,214.95
1972,Jun,25.4,30.13,20.72,130.07
1972,Jul,25.33,30.33,20.38,90.31
1972,Aug,25.25,30.32,20.23,113.64
1972,Sep,25.43,30.45,20.45,110.36
1972,Oct,25.96,31.19,20.78,123.67
1972,Nov,26.23,31.15,21.36,186.59
1972,Dec,26.23,30.85,21.67,269.48
1973,Jan,25.89,30.42,21.41,266.37
1973,Feb,26.08,30.66,21.55,223.72
1973,Mar,25.95,30.4,21.55,319.53
1973,Apr,26.22,30.78,21.72,324.08
1973,May,25.85,30.51,21.23,286.04
1973,Jun,25.85,30.43,21.32,214.36
1973,Jul,25.39,30.12,20.72,162.92
1973,Aug,25.42,30.28,20.61,218.1
1973,Sep,25.49,30.31,20.73,284.51
1973,Oct,25.94,31.01,20.93,223.42
1973,Nov,25.66,30.5,20.87,248.54
1973,Dec,25.39,29.92,20.91,323.46
1974,Jan,25.04,29.59,20.54,191.92
1974,Feb,25.12,29.62,20.67,291.84
1974,Mar,25.39,30.14,20.69,233.82
1974,Apr,25.86,30.7,21.07,267.96
1974,May,25.68,30.38,21.03,206.17
1974,Jun,25.22,29.97,20.51,174.45
1974,Jul,24.82,29.63,20.07,198.36
1974,Aug,25.29,30.25,20.38,153.9
1974,Sep,25.51,30.46,20.62,262.91
1974,Oct,25.79,30.8,20.84,228.32
1974,Nov,25.72,30.52,20.96,266.76
1974,Dec,25.53,30.14,20.97,259.87
1975,Jan,25.46,30.17,20.8,260.06
1975,Feb,25.31,29.89,20.77,269.59
1975,Mar,25.39,30.03,20.8,284.41
1975,Apr,25.89,30.63,21.2,270.53
1975,May,25.69,30.48,20.95,240.67
1975,Jun,25.28,29.99,20.62,183.1
1975,Jul,25.03,29.85,20.25,212.16
1975,Aug,25.35,30.35,20.41,206.54
1975,Sep,25.38,30.27,20.54,243.06
1975,Oct,25.61,30.7,20.57,298.76
1975,Nov,25.49,30.34,20.7,274.88
1975,Dec,25.39,29.95,20.87,294.2
1976,Jan,24.75,29.22,20.33,252.48
1976,Feb,25.04,29.86,20.27,208.66
1976,Mar,25.29,29.93,20.7,284.33
1976,Apr,25.5,30.36,20.69,238.49
1976,May,25.7,30.5,20.95,194.34
1976,Jun,25.01,29.86,20.2,158.05
1976,Jul,24.83,29.73,19.99,144.04
1976,Aug,24.9,29.91,19.94,140.95
1976,Sep,25.29,30.45,20.18,117.49
1976,Oct,25.6,30.61,20.63,234.14
1976,Nov,25.61,30.48,20.79,294.08
1976,Dec,25.63,30.33,20.99,262.62
1977,Jan,25.34,29.88,20.85,266.14
1977,Feb,24.95,29.42,20.54,327.47
1977,Mar,25.34,29.79,20.94,259.21
1977,Apr,25.9,30.6,21.24,286.17
1977,May,25.71,30.46,21.01,217.16
1977,Jun,25.06,29.78,20.39,196.62
1977,Jul,24.92,29.73,20.17,157.45
1977,Aug,24.81,29.69,19.98,188.49
1977,Sep,25.43,30.45,20.46,130.84
1977,Oct,25.84,30.9,20.82,181.97
1977,Nov,25.76,30.68,20.87,229.21
1977,Dec,25.71,30.3,21.17,288.91
1978,Jan,25.41,29.91,20.95,276.88
1978,Feb,25.52,30.13,20.96,224.07
1978,Mar,25.68,30.21,21.2,324.71
1978,Apr,25.84,30.54,21.2,245.62
1978,May,25.97,30.54,21.45,239.17
1978,Jun,25.39,29.99,20.85,204.16
1978,Jul,25.04,29.66,20.47,212.2
1978,Aug,25.21,30.04,20.42,196.63
1978,Sep,25.26,30.12,20.44,230.47
1978,Oct,25.67,30.68,20.7,221.5
1978,Nov,25.48,30.36,20.66,241.63
1978,Dec,25.45,29.98,20.96,316.96
1979,Jan,25.5,30.14,20.9,230.15
1979,Feb,25.76,30.52,21.05,232.09
1979,Mar,25.67,30.35,21.04,256.56
1979,Apr,25.83,30.49,21.21,260.55
1979,May,25.94,30.69,21.24,244.0
1979,Jun,25.46,30.02,20.95,220.25
1979,Jul,25.06,29.78,20.39,161.06
1979,Aug,25.37,30.31,20.47,125.54
1979,Sep,25.42,30.27,20.63,176.85
1979,Oct,25.92,31.01,20.87,186.51
1979,Nov,25.78,30.55,21.07,279.04
1979,Dec,25.48,30.1,20.92,267.79
1980,Jan,25.47,29.98,21.02,264.16
1980,Feb,25.4,30.07,20.78,244.4
1980,Mar,25.64,30.35,20.97,244.39
1980,Apr,25.96,30.49,21.48,299.12
1980,May,26.1,30.8,21.46,243.16
1980,Jun,25.58,30.22,20.99,184.35
1980,Jul,25.35,30.12,20.62,152.75
1980,Aug,25.0,29.79,20.26,190.22
1980,Sep,25.57,30.62,20.57,139.51
1980,Oct,25.91,30.91,20.95,197.24
1980,Nov,25.82,30.65,21.04,255.26
1980,Dec,25.42,29.99,20.89,299.18
1981,Jan,25.16,29.63,20.74,258.74
1981,Feb,25.33,29.92,20.78,239.16
1981,Mar,25.74,30.33,21.19,266.33
1981,Apr,25.87,30.45,21.34,305.75
1981,May,26.06,30.61,21.55,278.84
1981,Jun,25.77,30.5,21.08,194.23
1981,Jul,25.43,30.08,20.83,228.14
1981,Aug,25.82,30.93,20.75,96.44
1981,Sep,25.55,30.35,20.8,230.47
1981,Oct,25.91,30.91,20.96,200.44
1981,Nov,25.95,30.74,21.2,263.42
1981,Dec,25.54,30.06,21.08,302.84
1982,Jan,25.33,29.79,20.91,274.61
1982,Feb,25.6,30.2,21.05,246.28
1982,Mar,25.69,30.3,21.13,267.53
1982,Apr,25.85,30.51,21.25,282.59
1982,May,25.83,30.48,21.23,208.97
1982,Jun,25.52,30.28,20.8,144.27
1982,Jul,25.12,30.07,20.21,104.01
1982,Aug,25.06,30.17,20.0,91.89
1982,Sep,25.45,30.67,20.27,97.68
1982,Oct,25.66,30.95,20.42,132.87
1982,Nov,26.11,31.16,21.11,169.86
1982,Dec,26.11,30.84,21.43,261.07
1983,Jan,25.74,30.25,21.28,265.67
1983,Feb,26.17,30.92,21.46,212.51
1983,Mar,26.34,31.06,21.67,236.29
1983,Apr,26.47,31.15,21.84,243.28
1983,May,26.01,30.56,21.52,282.38
1983,Jun,25.83,30.41,21.29,184.22
1983,Jul,25.25,29.92,20.64,179.5
1983,Aug,25.35,30.19,20.57,162.65
1983,Sep,25.53,30.43,20.68,166.42
1983,Oct,25.95,30.93,21.02,240.88
1983,Nov,25.71,30.42,21.04,267.41
1983,Dec,25.45,29.93,21.03,281.7
1984,Jan,25.12,29.6,20.69,305.9
1984,Feb,25.03,29.46,20.65,305.21
1984,Mar,25.43,29.97,20.95,313.29
1984,Apr,25.64,30.18,21.14,298.83
1984,May,25.59,30.07,21.15,299.48
1984,Jun,25.24,29.82,20.71,180.2
1984,Jul,24.87,29.45,20.34,226.15
1984,Aug,25.26,30.07,20.5,165.34
1984,Sep,25.05,29.87,20.28,227.19
1984,Oct,25.55,30.53,20.63,200.48
1984,Nov,25.6,30.41,20.84,229.11
1984,Dec,25.49,30.0,21.03,291.15
1985,Jan,25.55,30.12,21.03,250.78
1985,Feb,25.75,30.33,21.22,250.38
1985,Mar,25.7,30.23,21.22,275.89
1985,Apr,25.81,30.38,21.29,268.92
1985,May,25.93,30.51,21.41,249.52
1985,Jun,25.51,30.23,20.83,192.57
1985,Jul,24.78,29.5,20.1,184.47
1985,Aug,25.2,30.0,20.46,161.58
1985,Sep,25.29,30.17,20.46,195.41
1985,Oct,25.65,30.62,20.74,231.97
1985,Nov,25.83,30.58,21.14,257.85
1985,Dec,25.68,30.23,21.17,286.23
1986,Jan,25.25,29.5,21.05,314.12
1986,Feb,25.57,30.24,20.95,222.76
1986,Mar,25.64,30.07,21.26,337.22
1986,Apr,25.92,30.41,21.47,301.55
1986,May,26.08,30.83,21.38,186.88
1986,Jun,25.71,30.19,21.27,202.72
1986,Jul,25.37,30.08,20.71,183.15
1986,Aug,25.44,30.34,20.58,155.79
1986,Sep,25.58,30.43,20.78,187.65
1986,Oct,25.77,30.62,20.97,229.15
1986,Nov,25.67,30.41,20.98,254.4
1986,Dec,25.84,30.38,21.35,236.6
1987,Jan,25.41,29.7,21.17,304.15
1987,Feb,25.55,30.14,21.0,204.32
1987,Mar,26.06,30.69,21.48,264.4
1987,Apr,26.22,30.73,21.76,243.74
1987,May,26.15,30.72,21.64,218.05
1987,Jun,26.1,30.69,21.57,150.74
1987,Jul,25.58,30.31,20.9,137.7
1987,Aug,25.42,30.17,20.73,165.89
1987,Sep,25.76,30.65,20.93,139.94
1987,Oct,26.1,31.02,21.23,157.21
1987,Nov,26.31,31.08,21.6,229.51
1987,Dec,25.87,30.26,21.54,296.83
1988,Jan,25.92,30.3,21.58,310.28
1988,Feb,25.89,30.38,21.45,254.64
1988,Mar,26.16,30.57,21.82,335.27
1988,Apr,26.23,30.78,21.73,228.02
1988,May,26.22,30.71,21.78,238.82
1988,Jun,25.63,30.27,21.05,183.08
1988,Jul,25.25,29.79,20.76,174.58
1988,Aug,25.34,29.88,20.85,236.01
1988,Sep,25.54,30.22,20.91,207.14
1988,Oct,26.01,30.89,21.19,233.9
1988,Nov,25.77,30.31,21.28,271.41
1988,Dec,25.31,29.7,20.96,277.9
1989,Jan,25.66,30.05,21.32,303.75
1989,Feb,25.35,29.78,20.98,259.56
1989,Mar,25.46,29.99,20.97,270.71
1989,Apr,25.86,30.42,21.34,250.71
1989,May,25.86,30.36,21.42,261.16
1989,Jun,25.4,29.96,20.89,186.05
1989,Jul,25.42,29.98,20.9,205.42
1989,Aug,25.33,30.02,20.7,195.01
1989,Sep,25.55,30.36,20.79,199.31
1989,Oct,25.81,30.63,21.05,233.44
1989,Nov,25.9,30.59,21.27,237.17
1989,Dec,25.87,30.26,21.52,275.45
1990,Jan,25.46,29.82,21.16,328.79
1990,Feb,25.86,30.39,21.39,246.64
1990,Mar,26.09,30.66,21.56,231.72
1990,Apr,26.4,31.01,21.84,245.19
1990,May,26.12,30.72,21.57,206.91
1990,Jun,25.77,30.41,21.19,178.4
1990,Jul,25.3,30.02,20.62,182.71
1990,Aug,25.49,30.4,20.62,148.94
1990,Sep,25.58,30.51,20.71,152.07
1990,Oct,26.07,31.04,21.14,209.52
1990,Nov,26.22,30.99,21.5,190.19
1990,Dec,25.91,30.41,21.45,289.01
1991,Jan,25.68,30.07,21.34,286.8
1991,Feb,25.68,30.19,21.21,229.12
1991,Mar,26.01,30.58,21.48,290.94
1991,Apr,26.2,30.79,21.66,285.68
1991,May,25.96,30.49,21.48,204.02
1991,Jun,26.04,30.66,21.48,127.84
1991,Jul,25.42,30.12,20.77,132.03
1991,Aug,25.43,30.31,20.61,120.57
1991,Sep,25.69,30.57,20.86,110.28
1991,Oct,25.84,30.82,20.9,143.96
1991,Nov,25.76,30.51,21.05,237.51
1991,Dec,25.76,30.18,21.4,302.36
1992,Jan,25.67,30.09,21.31,244.98
1992,Feb,25.83,30.39,21.31,236.29
1992,Mar,26.24,30.77,21.75,256.16
1992,Apr,26.19,30.84,21.6,282.12
1992,May,26.05,30.55,21.6,235.78
1992,Jun,25.87,30.33,21.45,154.94
1992,Jul,25.2,29.84,20.62,170.45
1992,Aug,25.62,30.48,20.81,164.03
1992,Sep,25.73,30.69,20.82,177.24
1992,Oct,25.78,30.64,20.97,233.71
1992,Nov,25.7,30.43,21.02,223.58
1992,Dec,25.61,30.0,21.28,299.84
1993,Jan,25.55,29.91,21.25,272.23
1993,Feb,25.6,30.11,21.14,203.92
1993,Mar,25.73,30.24,21.27,267.9
1993,Apr,25.97,30.52,21.47,278.3
1993,May,25.96,30.43,21.54,247.87
1993,Jun,25.83,30.4,21.31,173.76
1993,Jul,25.4,30.04,20.81,155.04
1993,Aug,25.51,30.36,20.71,138.84
1993,Sep,25.48,30.27,20.73,138.56
1993,Oct,25.92,30.76,21.12,183.35
1993,Nov,26.12,30.82,21.47,239.91
1993,Dec,25.95,30.37,21.58,283.64
1994,Jan,25.86,30.14,21.62,280.86
1994,Feb,25.86,30.4,21.37,248.97
1994,Mar,25.61,29.95,21.33,353.5
1994,Apr,26.05,30.59,21.56,275.38
1994,May,25.97,30.36,21.62,210.92
1994,Jun,25.62,30.15,21.14,171.91
1994,Jul,25.38,30.16,20.66,101.5
1994,Aug,25.32,30.06,20.61,147.08
1994,Sep,25.71,30.56,20.91,98.68
1994,Oct,25.92,30.8,21.08,156.79
1994,Nov,26.1,30.78,21.47,214.11
1994,Dec,26.04,30.52,21.61,285.47
1995,Jan,25.74,30.02,21.5,319.94
1995,Feb,25.66,30.08,21.3,302.33
1995,Mar,25.83,30.22,21.48,305.07
1995,Apr,26.18,30.66,21.76,289.38
1995,May,26.17,30.63,21.77,210.51
1995,Jun,25.94,30.48,21.45,187.13
1995,Jul,25.47,30.07,20.91,174.85
1995,Aug,25.37,29.96,20.83,180.1
1995,Sep,25.76,30.59,20.98,177.22
1995,Oct,26.09,31.01,21.21,216.55
1995,Nov,25.96,30.63,21.33,282.46
1995,Dec,25.69,30.11,21.32,291.29
1996,Jan,25.44,29.74,21.19,266.37
1996,Feb,25.51,29.81,21.25,292.71
1996,Mar,25.96,30.4,21.58,243.26
1996,Apr,26.12,30.54,21.74,277.7
1996,May,26.13,30.71,21.59,200.17
1996,Jun,25.78,30.2,21.41,178.83
1996,Jul,25.66,30.36,21.02,147.32
1996,Aug,25.47,30.18,20.81,214.96
1996,Sep,25.97,30.83,21.16,183.55
1996,Oct,25.95,30.8,21.14,279.66
1996,Nov,26.11,30.89,21.39,257.35
1996,Dec,25.79,30.25,21.38,294.37
1997,Jan,25.58,30.05,21.16,233.84
1997,Feb,25.66,30.18,21.19,263.99
1997,Mar,26.13,30.67,21.64,243.84
1997,Apr,26.06,30.58,21.59,248.25
1997,May,26.08,30.65,21.56,201.6
1997,Jun,26.02,30.69,21.4,118.32
1997,Jul,25.46,30.07,20.89,146.56
1997,Aug,25.72,30.54,20.96,109.0
1997,Sep,25.76,30.52,21.04,113.0
1997,Oct,26.11,30.98,21.29,143.26
1997,Nov,26.24,30.93,21.59,192.27
1997,Dec,26.33,30.81,21.91,261.05
1998,Jan,26.18,30.59,21.82,232.62
1998,Feb,26.44,30.94,21.99,218.1
1998,Mar,26.55,31.04,22.12,266.58
1998,Apr,26.59,31.19,22.04,244.75
1998,May,26.67,31.18,22.2,236.1
1998,Jun,26.0,30.48,21.56,214.69
1998,Jul,25.63,30.2,21.1,207.71
1998,Aug,25.53,30.19,20.93,226.29
1998,Sep,26.06,30.87,21.3,217.09
1998,Oct,26.31,31.17,21.5,254.44
1998,Nov,26.31,31.06,21.62,273.21
1998,Dec,25.91,30.36,21.5,286.1
1999,Jan,25.71,30.06,21.42,316.64
1999,Feb,25.71,30.14,21.33,276.22
1999,Mar,25.94,30.39,21.54,296.55
1999,Apr,26.23,30.84,21.66,263.42
1999,May,25.75,30.21,21.33,225.09
1999,Jun,25.78,30.37,21.24,185.07
1999,Jul,25.34,30.03,20.7,189.0
1999,Aug,25.42,30.2,20.68,166.25
1999,Sep,25.8,30.69,20.96,169.83
1999,Oct,25.86,30.72,21.06,269.4
1999,Nov,26.07,30.87,21.33,266.32
1999,Dec,25.67,30.09,21.3,292.31
2000,Jan,25.6,29.96,21.3,302.68
2000,Feb,25.63,30.09,21.21,254.73
2000,Mar,25.93,30.46,21.46,289.32
2000,Apr,26.01,30.59,21.49,277.43
2000,May,26.22,30.83,21.66,226.03
2000,Jun,25.45,29.86,21.1,219.54
2000,Jul,25.64,30.32,21.0,173.91
2000,Aug,25.47,30.26,20.72,179.47
2000,Sep,25.85,30.69,21.06,173.92
2000,Oct,26.11,30.96,21.32,253.0
2000,Nov,26.17,30.81,21.59,306.62
2000,Dec,26.09,30.61,21.62,278.44
2001,Jan,25.57,29.94,21.25,333.08
2001,Feb,25.77,30.2,21.39,257.36
2001,Mar,25.89,30.44,21.39,308.46
2001,Apr,26.16,30.64,21.73,296.3
2001,May,26.23,30.77,21.74,181.37
2001,Jun,25.74,30.31,21.21,193.97
2001,Jul,25.74,30.48,21.05,141.34
2001,Aug,25.77,30.46,21.14,142.89
2001,Sep,25.85,30.59,21.17,190.34
2001,Oct,26.1,30.94,21.31,281.12
2001,Nov,26.12,30.77,21.52,266.43
2001,Dec,25.95,30.46,21.49,284.36
2002,Jan,25.82,30.22,21.47,290.79
2002,Feb,25.82,30.32,21.38,227.25
2002,Mar,26.15,30.73,21.62,285.06
2002,Apr,26.35,30.9,21.85,260.32
2002,May,26.49,31.09,21.94,203.28
2002,Jun,25.89,30.54,21.3,172.07
2002,Jul,25.8,30.51,21.15,152.44
2002,Aug,25.58,30.42,20.8,137.32
