year,month,mean_temp,max_temp,min_temp,precipitation
2002,Sep,25.76,30.65,20.92,156.89
2002,Oct,26.18,31.18,21.24,157.92
2002,Nov,26.29,31.03,21.61,252.19
2002,Dec,26.32,30.84,21.85,301.08
2003,Jan,25.78,30.26,21.34,299.59
2003,Feb,25.93,30.34,21.57,285.96
2003,Mar,25.9,30.48,21.38,307.58
2003,Apr,26.21,30.73,21.75,288.21
2003,May,26.49,31.11,21.92,203.54
2003,Jun,25.88,30.6,21.2,156.37
2003,Jul,25.33,29.94,20.76,160.2
2003,Aug,25.5,30.28,20.77,183.65
2003,Sep,25.68,30.51,20.91,179.41
2003,Oct,25.98,30.82,21.19,256.81
2003,Nov,26.22,30.91,21.58,254.87
2003,Dec,25.87,30.21,21.58,313.85
2004,Jan,25.98,30.36,21.64,307.04
2004,Feb,25.96,30.45,21.52,240.64
2004,Mar,26.21,30.76,21.72,295.74
2004,Apr,26.58,31.19,22.02,248.16
2004,May,26.22,30.85,21.64,229.9
2004,Jun,25.81,30.56,21.11,142.13
2004,Jul,25.33,29.88,20.82,176.7
2004,Aug,25.68,30.55,20.86,104.68
2004,Sep,25.42,30.16,20.73,165.46
2004,Oct,25.96,30.86,21.12,179.23
2004,Nov,26.0,30.71,21.33,250.17
2004,Dec,25.84,30.23,21.49,298.93
2005,Jan,25.82,30.31,21.39,265.54
2005,Feb,26.26,30.79,21.77,223.98
2005,Mar,26.22,30.73,21.76,282.06
2005,Apr,26.31,30.88,21.78,264.24
2005,May,26.03,30.53,21.58,232.96
2005,Jun,25.82,30.35,21.33,169.1
2005,Jul,25.6,30.13,21.13,172.37
2005,Aug,25.76,30.45,21.12,157.94
2005,Sep,25.87,30.67,21.11,157.37
2005,Oct,25.96,30.73,21.23,254.87
2005,Nov,25.96,30.59,21.38,262.73
2005,Dec,25.64,30.02,21.31,300.12
2006,Jan,25.61,30.05,21.22,286.34
2006,Feb,25.82,30.29,21.41,299.64
2006,Mar,26.09,30.69,21.55,309.36
2006,Apr,26.02,30.49,21.6,286.21
2006,May,25.9,30.48,21.36,221.61
2006,Jun,25.38,29.95,20.87,216.59
2006,Jul,25.51,30.1,20.98,131.32
2006,Aug,25.69,30.41,21.02,134.49
2006,Sep,25.46,30.22,20.75,145.31
2006,Oct,26.07,30.95,21.24,132.61
2006,Nov,26.12,30.95,21.35,182.07
2006,Dec,26.14,30.56,21.78,306.06
2007,Jan,25.71,29.96,21.51,294.46
2007,Feb,25.83,30.3,21.41,273.8
2007,Mar,25.99,30.46,21.57,285.02
2007,Apr,26.17,30.55,21.84,300.7
2007,May,26.19,30.67,21.76,254.21
2007,Jun,25.81,30.16,21.51,220.49
2007,Jul,25.47,30.04,20.95,196.82
2007,Aug,25.46,30.17,20.8,164.43
2007,Sep,25.6,30.35,20.89,153.5
2007,Oct,26.15,30.92,21.43,196.43
2007,Nov,25.87,30.42,21.36,228.18
2007,Dec,25.81,30.12,21.55,301.05
2008,Jan,25.8,30.3,21.37,248.16
2008,Feb,25.38,29.7,21.11,266.51
2008,Mar,25.5,29.88,21.17,321.08
2008,Apr,25.81,30.3,21.38,296.81
2008,May,25.98,30.51,21.51,197.53
2008,Jun,25.56,30.05,21.12,222.37
2008,Jul,25.12,29.62,20.68,187.82
2008,Aug,25.45,30.02,20.93,214.81
2008,Sep,25.71,30.61,20.86,186.87
2008,Oct,26.13,30.86,21.44,254.03
2008,Nov,26.1,30.68,21.57,294.45
2008,Dec,25.99,30.27,21.75,322.32
2009,Jan,25.55,29.75,21.41,307.88
2009,Feb,25.58,29.94,21.26,263.75
2009,Mar,25.74,30.25,21.27,333.7
2009,Apr,26.4,30.89,21.96,276.8
2009,May,26.15,30.66,21.69,210.06
2009,Jun,25.98,30.57,21.44,158.01
2009,Jul,25.67,30.22,21.17,155.05
2009,Aug,25.67,30.39,20.99,165.27
2009,Sep,26.18,30.92,21.49,148.37
2009,Oct,26.29,31.07,21.56,200.03
2009,Nov,26.4,30.99,21.85,252.98
2009,Dec,26.17,30.5,21.88,303.59
2010,Jan,25.86,30.16,21.61,291.03
2010,Feb,26.31,30.74,21.93,234.8
2010,Mar,26.31,30.78,21.89,329.9
2010,Apr,26.47,30.88,22.11,311.54
2010,May,26.52,30.94,22.15,294.01
2010,Jun,26.09,30.44,21.79,246.39
2010,Jul,25.54,29.87,21.26,222.65
2010,Aug,25.74,30.27,21.26,235.89
2010,Sep,25.9,30.45,21.4,300.65
2010,Oct,26.16,30.94,21.43,256.63
2010,Nov,26.2,30.87,21.58,288.09
2010,Dec,25.88,30.21,21.6,277.79
2011,Jan,25.63,29.89,21.41,294.81
2011,Feb,25.75,30.19,21.36,254.11
2011,Mar,25.95,30.27,21.68,303.24
2011,Apr,26.16,30.48,21.9,292.71
2011,May,25.96,30.47,21.5,245.08
2011,Jun,25.74,30.16,21.38,208.51
2011,Jul,25.58,30.05,21.15,160.26
2011,Aug,25.52,30.24,20.84,153.11
2011,Sep,25.75,30.43,21.11,157.56
2011,Oct,26.07,30.83,21.35,240.84
2011,Nov,26.24,30.83,21.7,271.15
2011,Dec,26.22,30.55,21.93,327.6
2012,Jan,25.88,30.28,21.54,276.1
2012,Feb,26.09,30.53,21.7,281.84
2012,Mar,25.97,30.39,21.6,332.41
2012,Apr,26.2,30.63,21.82,282.31
2012,May,26.25,30.75,21.8,258.17
2012,Jun,25.97,30.58,21.4,165.02
2012,Jul,25.33,29.78,20.92,164.07
2012,Aug,25.54,30.18,20.96,158.59
2012,Sep,25.93,30.66,21.25,165.82
2012,Oct,26.3,31.16,21.49,207.29
2012,Nov,26.26,30.84,21.73,284.63
2012,Dec,26.21,30.53,21.94,290.62
2013,Jan,26.05,30.35,21.8,284.18
2013,Feb,26.0,30.32,21.74,307.66
2013,Mar,26.41,30.9,21.96,274.08
2013,Apr,26.29,30.69,21.93,271.03
2013,May,26.29,30.79,21.83,254.39
2013,Jun,26.18,30.78,21.64,179.68
2013,Jul,25.55,30.08,21.07,176.88
2013,Aug,25.69,30.42,21.01,172.6
2013,Sep,25.73,30.5,21.0,177.77
2013,Oct,26.24,31.05,21.49,198.4
2013,Nov,26.11,30.81,21.46,280.02
2013,Dec,26.1,30.32,21.92,331.44
2014,Jan,25.42,29.63,21.26,272.82
2014,Feb,25.77,30.35,21.23,173.98
2014,Mar,26.18,30.69,21.72,227.66
2014,Apr,26.55,30.98,22.17,283.23
2014,May,26.24,30.65,21.88,220.75
2014,Jun,26.3,30.81,21.85,188.07
2014,Jul,25.65,30.31,21.04,161.47
2014,Aug,25.44,30.03,20.91,185.47
2014,Sep,25.97,30.87,21.11,158.3
2014,Oct,26.32,31.13,21.55,157.51
2014,Nov,26.45,31.17,21.79,239.88
2014,Dec,26.17,30.54,21.86,332.17
2015,Jan,25.66,29.96,21.42,284.28
2015,Feb,25.86,30.34,21.42,260.0
2015,Mar,26.08,30.55,21.65,257.77
2015,Apr,26.5,30.91,22.14,274.37
2015,May,26.36,30.82,21.96,201.54
2015,Jun,26.1,30.62,21.63,189.77
2015,Jul,25.83,30.43,21.28,126.0
2015,Aug,25.68,30.42,20.99,127.51
2015,Sep,26.07,30.83,21.37,105.3
2015,Oct,26.5,31.32,21.73,133.76
2015,Nov,26.35,31.02,21.72,234.74
2015,Dec,26.41,30.78,22.09,287.15
2016,Jan,26.14,30.54,21.79,255.41
2016,Feb,26.29,30.6,22.03,289.54
2016,Mar,26.51,30.88,22.19,285.03
2016,Apr,26.76,31.2,22.37,260.43
2016,May,26.47,30.95,22.03,249.11
2016,Jun,25.89,30.38,21.45,201.86
2016,Jul,25.65,30.09,21.26,198.48
2016,Aug,26.04,30.68,21.45,176.99
2016,Sep,26.12,30.77,21.51,224.87
2016,Oct,26.32,30.98,21.7,234.82
2016,Nov,26.24,30.73,21.8,275.23
2016,Dec,26.29,30.74,21.9,295.74
2017,Jan,26.09,30.49,21.73,297.03
2017,Feb,26.05,30.47,21.68,268.55
2017,Mar,26.0,30.35,21.7,291.13
2017,Apr,26.23,30.53,21.99,293.17
2017,May,26.2,30.59,21.87,255.25
2017,Jun,25.78,30.32,21.28,190.03
2017,Jul,25.77,30.37,21.23,188.91
2017,Aug,25.66,30.47,20.91,185.4
2017,Sep,25.84,30.56,21.17,195.74
2017,Oct,26.41,31.14,21.73,232.65
2017,Nov,26.15,30.85,21.5,320.87
2017,Dec,26.2,30.73,21.73,298.46
2018,Jan,25.74,30.12,21.4,276.44
2018,Feb,25.82,30.35,21.35,264.34
2018,Mar,26.25,30.83,21.73,306.73
2018,Apr,26.43,31.17,21.74,266.2
2018,May,26.1,30.7,21.55,245.44
2018,Jun,25.78,30.35,21.27,191.11
2018,Jul,25.82,30.46,21.23,191.39
2018,Aug,25.92,30.7,21.19,141.44
2018,Sep,25.75,30.51,21.03,141.0
2018,Oct,26.18,30.94,21.46,203.03
2018,Nov,26.31,30.91,21.75,283.85
2018,Dec,26.34,30.96,21.77,312.98
2019,Jan,26.25,30.64,21.91,269.13
2019,Feb,26.19,30.76,21.67,240.54
2019,Mar,26.43,30.9,22.01,283.92
2019,Apr,26.66,31.0,22.38,265.69
2019,May,26.54,31.01,22.11,210.61
2019,Jun,25.96,30.67,21.3,228.49
2019,Jul,25.6,30.44,20.81,141.49
2019,Aug,25.89,30.59,21.24,110.85
2019,Sep,25.96,30.72,21.25,112.97
2019,Oct,26.23,31.06,21.45,189.66
2019,Nov,26.44,31.11,21.82,174.64
2019,Dec,26.23,30.72,21.8,284.99
2020,Jan,26.38,31.09,21.72,257.15
2020,Feb,26.35,30.89,21.87,250.76
2020,Mar,26.47,30.91,22.08,284.09
2020,Apr,26.56,31.08,22.1,317.46
2020,May,26.59,30.98,22.24,249.95
2020,Jun,25.83,30.29,21.43,214.01
2020,Jul,25.65,30.34,21.01,213.7
2020,Aug,25.95,30.57,21.38,164.01
2020,Sep,25.87,30.59,21.2,218.6
2020,Oct,26.29,31.11,21.52,248.04
2020,Nov,26.26,30.97,21.59,307.58
2020,Dec,26.01,30.4,21.68,274.47
2021,Jan,25.51,30.19,20.89,317.76
2021,Feb,25.89,30.3,21.52,247.28
2021,Mar,25.99,30.66,21.38,314.94
2021,Apr,26.19,30.79,21.64,250.79
2021,May,26.18,30.73,21.68,249.75
2021,Jun,25.95,30.49,21.46,207.73
2021,Jul,25.81,30.42,21.25,177.41
2021,Aug,25.57,30.22,20.97,230.5
2021,Sep,25.95,30.62,21.33,241.36
2021,Oct,26.6,31.35,21.89,235.04
2021,Nov,26.14,30.77,21.56,305.74
2021,Dec,26.09,30.55,21.69,309.41
