province_name,year,month,mean_temp,max_temp,min_temp,precipitation
Bengkulu,1915,08_Aug,25.96,31.67,20.28,131.88
Bengkulu,1915,09_Sep,25.77,31.71,19.84,187.07
Bengkulu,1915,10_Oct,26.07,32.28,19.91,239.44
Bengkulu,1915,11_Nov,27.07,32.41,21.76,290.92
Bengkulu,1915,12_Dec,25.88,30.7,21.13,308.02
Bengkulu,1916,01_Jan,24.95,29.76,20.18,293.68
Bengkulu,1916,02_Feb,25.08,29.93,20.28,191.28
Bengkulu,1916,03_Mar,25.04,30.2,19.95,278.29
Bengkulu,1916,04_Apr,25.7,31.02,20.4,281.49
Bengkulu,1916,05_May,25.87,31.39,20.43,204.17
Bengkulu,1916,06_Jun,25.27,30.67,19.92,115.72
Bengkulu,1916,07_Jul,24.8,30.19,19.45,141.69
Bengkulu,1916,08_Aug,25.24,30.95,19.56,143.4
Bengkulu,1916,09_Sep,25.72,31.67,19.8,193.16
Bengkulu,1916,10_Oct,26.04,32.25,19.88,284.05
Bengkulu,1916,11_Nov,26.92,32.26,21.61,276.96
Bengkulu,1916,12_Dec,25.62,30.44,20.86,324.76
Bengkulu,1917,01_Jan,24.73,29.55,19.97,304.6
Bengkulu,1917,02_Feb,24.32,29.17,19.53,225.3
Bengkulu,1917,03_Mar,24.83,29.99,19.74,304.55
Bengkulu,1917,04_Apr,25.32,30.64,20.02,257.54
Bengkulu,1917,05_May,25.09,30.61,19.65,173.22
Bengkulu,1917,06_Jun,25.28,30.68,19.93,135.45
Bengkulu,1917,07_Jul,25.24,30.64,19.89,129.42
Bengkulu,1917,08_Aug,25.2,30.91,19.52,173.97
Bengkulu,1917,09_Sep,26.02,31.96,20.09,178.84
Bengkulu,1917,10_Oct,26.45,32.66,20.29,245.22
Bengkulu,1917,11_Nov,26.92,32.26,21.61,246.78
Bengkulu,1917,12_Dec,26.2,31.02,21.45,312.17
Bengkulu,1918,01_Jan,23.93,28.74,19.17,265.99
Bengkulu,1918,02_Feb,23.8,28.65,19.01,196.82
Bengkulu,1918,03_Mar,24.79,29.95,19.7,268.08
Bengkulu,1918,04_Apr,25.6,30.92,20.3,229.76
Bengkulu,1918,05_May,25.49,31.01,20.05,212.22
Bengkulu,1918,06_Jun,25.23,30.63,19.88,134.49
Bengkulu,1918,07_Jul,25.24,30.64,19.89,110.29
Bengkulu,1918,08_Aug,25.49,31.2,19.81,120.06
Bengkulu,1918,09_Sep,25.71,31.66,19.79,179.77
Bengkulu,1918,10_Oct,25.95,32.16,19.78,224.75
Bengkulu,1918,11_Nov,26.92,32.26,21.61,327.28
Bengkulu,1918,12_Dec,25.53,30.35,20.78,261.97
Bengkulu,1919,01_Jan,25.63,30.44,20.86,293.06
Bengkulu,1919,02_Feb,25.34,30.19,20.55,238.26
Bengkulu,1919,03_Mar,25.61,30.77,20.53,269.46
Bengkulu,1919,04_Apr,25.78,31.11,20.49,238.53
Bengkulu,1919,05_May,26.38,31.9,20.94,200.23
Bengkulu,1919,06_Jun,25.61,31.02,20.27,113.71
Bengkulu,1919,07_Jul,25.0,30.39,19.64,143.82
Bengkulu,1919,08_Aug,25.58,31.29,19.9,114.8
Bengkulu,1919,09_Sep,25.76,31.71,19.83,172.51
Bengkulu,1919,10_Oct,26.03,32.25,19.87,234.69
Bengkulu,1919,11_Nov,26.76,32.1,21.45,296.55
Bengkulu,1919,12_Dec,25.75,30.56,20.99,291.68
Bengkulu,1920,01_Jan,25.04,29.86,20.28,276.8
Bengkulu,1920,02_Feb,24.96,29.8,20.16,207.25
Bengkulu,1920,03_Mar,25.88,31.04,20.79,232.28
Bengkulu,1920,04_Apr,25.44,30.77,20.15,291.22
Bengkulu,1920,05_May,26.16,31.68,20.72,180.48
Bengkulu,1920,06_Jun,25.67,31.07,20.32,138.43
Bengkulu,1920,07_Jul,25.37,30.76,20.02,124.02
Bengkulu,1920,08_Aug,25.04,30.75,19.36,143.43
Bengkulu,1920,09_Sep,26.42,32.37,20.5,160.41
Bengkulu,1920,10_Oct,26.6,32.82,20.44,206.87
Bengkulu,1920,11_Nov,27.23,32.57,21.92,250.81
Bengkulu,1920,12_Dec,25.22,30.04,20.47,226.24
Bengkulu,1921,01_Jan,25.28,30.1,20.52,285.91
Bengkulu,1921,02_Feb,24.61,29.46,19.82,227.75
Bengkulu,1921,03_Mar,24.99,30.15,19.9,217.81
Bengkulu,1921,04_Apr,25.48,30.8,20.18,199.46
Bengkulu,1921,05_May,25.53,31.05,20.09,189.34
Bengkulu,1921,06_Jun,24.69,30.09,19.34,136.79
Bengkulu,1921,07_Jul,25.12,30.52,19.77,139.59
Bengkulu,1921,08_Aug,25.58,31.29,19.9,125.14
Bengkulu,1921,09_Sep,25.71,31.66,19.79,157.9
Bengkulu,1921,10_Oct,25.62,31.83,19.45,225.83
Bengkulu,1921,11_Nov,26.54,31.88,21.23,248.45
Bengkulu,1921,12_Dec,25.7,30.52,20.95,229.74
Bengkulu,1922,01_Jan,25.63,30.44,20.86,287.91
Bengkulu,1922,02_Feb,24.75,29.6,19.95,222.63
Bengkulu,1922,03_Mar,24.95,30.11,19.87,216.55
Bengkulu,1922,04_Apr,25.22,30.55,19.93,258.2
Bengkulu,1922,05_May,25.49,31.01,20.05,163.91
Bengkulu,1922,06_Jun,25.28,30.68,19.93,112.36
Bengkulu,1922,07_Jul,25.24,30.63,19.89,118.98
Bengkulu,1922,08_Aug,25.36,31.07,19.68,107.83
Bengkulu,1922,09_Sep,25.76,31.71,19.83,159.01
Bengkulu,1922,10_Oct,25.71,31.93,19.55,209.6
Bengkulu,1922,11_Nov,27.23,32.57,21.92,220.66
Bengkulu,1922,12_Dec,26.12,30.94,21.37,234.16
Bengkulu,1923,01_Jan,25.03,29.85,20.27,287.2
Bengkulu,1923,02_Feb,24.96,29.81,20.16,207.93
Bengkulu,1923,03_Mar,24.98,30.14,19.89,211.18
Bengkulu,1923,04_Apr,25.76,31.09,20.47,234.07
Bengkulu,1923,05_May,25.87,31.39,20.43,169.32
Bengkulu,1923,06_Jun,25.53,30.93,20.18,117.29
Bengkulu,1923,07_Jul,24.77,30.17,19.42,125.13
Bengkulu,1923,08_Aug,25.03,30.74,19.35,114.35
Bengkulu,1923,09_Sep,25.25,31.19,19.32,158.94
Bengkulu,1923,10_Oct,26.11,32.33,19.95,210.11
Bengkulu,1923,11_Nov,26.76,32.1,21.45,272.24
Bengkulu,1923,12_Dec,25.81,30.63,21.06,234.19
Bengkulu,1924,01_Jan,25.74,30.55,21.0,298.16
Bengkulu,1924,02_Feb,25.12,29.95,20.33,219.45
Bengkulu,1924,03_Mar,25.03,30.17,19.95,251.6
Bengkulu,1924,04_Apr,25.48,30.8,20.18,213.3
Bengkulu,1924,05_May,25.61,31.12,20.17,186.7
Bengkulu,1924,06_Jun,25.31,30.71,19.96,123.34
Bengkulu,1924,07_Jul,25.45,30.84,20.1,107.74
Bengkulu,1924,08_Aug,25.88,31.59,20.19,132.35
Bengkulu,1924,09_Sep,25.56,31.5,19.63,154.15
Bengkulu,1924,10_Oct,24.95,31.17,18.8,214.42
Bengkulu,1924,11_Nov,26.17,31.5,20.86,230.29
Bengkulu,1924,12_Dec,25.45,30.27,20.7,265.17
Bengkulu,1925,01_Jan,25.04,29.86,20.26,310.17
Bengkulu,1925,02_Feb,24.2,29.05,19.41,206.36
Bengkulu,1925,03_Mar,24.57,29.73,19.49,238.97
Bengkulu,1925,04_Apr,25.49,30.81,20.2,217.14
Bengkulu,1925,05_May,25.99,31.52,20.54,151.64
Bengkulu,1925,06_Jun,25.74,31.16,20.38,127.73
Bengkulu,1925,07_Jul,25.37,30.77,20.02,120.87
Bengkulu,1925,08_Aug,25.69,31.42,20.0,116.4
Bengkulu,1925,09_Sep,25.88,31.84,19.94,180.23
Bengkulu,1925,10_Oct,25.92,32.14,19.76,202.49
Bengkulu,1925,11_Nov,26.54,31.89,21.21,285.6
Bengkulu,1925,12_Dec,25.78,30.6,21.01,268.63
Bengkulu,1926,01_Jan,25.07,29.89,20.31,291.45
Bengkulu,1926,02_Feb,25.08,29.94,20.26,225.33
Bengkulu,1926,03_Mar,25.25,30.44,20.14,292.27
Bengkulu,1926,04_Apr,26.28,31.63,20.98,285.42
Bengkulu,1926,05_May,26.24,31.76,20.8,174.76
Bengkulu,1926,06_Jun,25.73,31.14,20.39,123.76
Bengkulu,1926,07_Jul,25.5,30.92,20.14,114.19
Bengkulu,1926,08_Aug,25.79,31.52,20.1,116.39
Bengkulu,1926,09_Sep,25.76,31.72,19.82,148.58
Bengkulu,1926,10_Oct,25.91,32.15,19.75,196.84
Bengkulu,1926,11_Nov,26.61,31.96,21.28,293.25
Bengkulu,1926,12_Dec,25.88,30.7,21.13,292.25
Bengkulu,1927,01_Jan,25.15,29.96,20.39,222.75
Bengkulu,1927,02_Feb,24.86,29.72,20.07,246.85
Bengkulu,1927,03_Mar,25.25,30.41,20.16,279.91
Bengkulu,1927,04_Apr,25.43,30.75,20.13,273.08
Bengkulu,1927,05_May,25.8,31.33,20.34,131.72
Bengkulu,1927,06_Jun,25.36,30.79,20.01,109.5
Bengkulu,1927,07_Jul,25.33,30.72,19.98,59.64
Bengkulu,1927,08_Aug,25.69,31.42,20.0,97.57
Bengkulu,1927,09_Sep,25.8,31.76,19.86,237.72
Bengkulu,1927,10_Oct,25.74,31.95,19.57,268.38
Bengkulu,1927,11_Nov,26.45,31.81,21.13,373.94
Bengkulu,1927,12_Dec,26.01,30.83,21.25,280.58
Bengkulu,1928,01_Jan,25.55,30.38,20.77,318.17
Bengkulu,1928,02_Feb,24.95,29.78,20.16,271.21
Bengkulu,1928,03_Mar,25.07,30.23,19.98,255.43
Bengkulu,1928,04_Apr,25.52,30.84,20.22,235.0
Bengkulu,1928,05_May,25.99,31.52,20.54,200.96
Bengkulu,1928,06_Jun,25.36,30.79,20.01,99.82
Bengkulu,1928,07_Jul,25.24,30.66,19.88,183.19
Bengkulu,1928,08_Aug,25.28,31.0,19.59,203.22
Bengkulu,1928,09_Sep,25.75,31.72,19.82,164.57
Bengkulu,1928,10_Oct,25.87,32.11,19.71,247.32
Bengkulu,1928,11_Nov,26.29,31.64,20.96,286.74
Bengkulu,1928,12_Dec,25.9,30.72,21.15,360.51
Bengkulu,1929,01_Jan,25.07,29.9,20.3,283.85
Bengkulu,1929,02_Feb,24.65,29.5,19.86,227.7
Bengkulu,1929,03_Mar,24.6,29.73,19.52,268.99
Bengkulu,1929,04_Apr,25.65,30.99,20.35,300.81
Bengkulu,1929,05_May,25.99,31.51,20.55,143.7
Bengkulu,1929,06_Jun,25.15,30.58,19.8,159.6
Bengkulu,1929,07_Jul,25.24,30.65,19.88,108.39
Bengkulu,1929,08_Aug,25.62,31.37,19.93,131.99
Bengkulu,1929,09_Sep,25.8,31.79,19.87,180.5
Bengkulu,1929,10_Oct,25.92,32.18,19.74,211.88
Bengkulu,1929,11_Nov,26.07,31.41,20.75,242.63
Bengkulu,1929,12_Dec,25.62,30.43,20.82,332.34
Bengkulu,1930,01_Jan,25.47,30.29,20.69,321.84
Bengkulu,1930,02_Feb,24.92,29.79,20.08,178.26
Bengkulu,1930,03_Mar,25.1,30.25,20.02,321.74
Bengkulu,1930,04_Apr,25.55,30.9,20.26,245.09
Bengkulu,1930,05_May,25.8,31.31,20.35,156.2
Bengkulu,1930,06_Jun,25.4,30.83,20.02,116.37
Bengkulu,1930,07_Jul,25.68,31.11,20.33,94.78
Bengkulu,1930,08_Aug,26.26,32.03,20.57,107.98
Bengkulu,1930,09_Sep,25.97,31.96,20.03,131.48
Bengkulu,1930,10_Oct,25.99,32.21,19.83,309.46
Bengkulu,1930,11_Nov,26.61,31.95,21.29,311.11
Bengkulu,1930,12_Dec,26.17,31.0,21.37,350.9
Bengkulu,1931,01_Jan,25.91,30.72,21.15,373.01
Bengkulu,1931,02_Feb,25.71,30.58,20.87,262.79
Bengkulu,1931,03_Mar,25.55,30.71,20.44,329.81
Bengkulu,1931,04_Apr,25.95,31.27,20.65,267.93
Bengkulu,1931,05_May,26.17,31.7,20.71,186.1
Bengkulu,1931,06_Jun,25.74,31.15,20.4,176.28
Bengkulu,1931,07_Jul,25.33,30.74,19.97,157.21
Bengkulu,1931,08_Aug,26.26,32.0,20.57,192.57
Bengkulu,1931,09_Sep,25.92,31.88,19.98,272.43
Bengkulu,1931,10_Oct,25.95,32.19,19.79,254.79
Bengkulu,1931,11_Nov,26.61,31.95,21.3,350.91
Bengkulu,1931,12_Dec,25.62,30.43,20.86,382.85
Bengkulu,1932,01_Jan,25.03,29.85,20.28,335.43
Bengkulu,1932,02_Feb,24.84,29.7,20.01,217.75
Bengkulu,1932,03_Mar,24.82,29.95,19.74,251.45
Bengkulu,1932,04_Apr,25.4,30.71,20.13,278.84
Bengkulu,1932,05_May,25.49,31.01,20.05,207.28
Bengkulu,1932,06_Jun,25.02,30.44,19.68,176.6
Bengkulu,1932,07_Jul,25.29,30.72,19.93,86.65
Bengkulu,1932,08_Aug,25.68,31.4,19.98,170.15
Bengkulu,1932,09_Sep,25.71,31.66,19.79,193.23
Bengkulu,1932,10_Oct,26.07,32.29,19.91,262.98
Bengkulu,1932,11_Nov,26.07,31.42,20.74,248.97
Bengkulu,1932,12_Dec,25.81,30.63,21.03,349.37
Bengkulu,1933,01_Jan,25.47,30.28,20.72,363.08
Bengkulu,1933,02_Feb,24.71,29.56,19.87,220.69
Bengkulu,1933,03_Mar,24.89,30.05,19.8,237.49
Bengkulu,1933,04_Apr,25.43,30.75,20.15,252.86
Bengkulu,1933,05_May,25.92,31.44,20.47,222.89
Bengkulu,1933,06_Jun,25.5,30.92,20.15,175.81
Bengkulu,1933,07_Jul,25.32,30.72,19.97,184.73
Bengkulu,1933,08_Aug,25.66,31.37,19.99,170.04
Bengkulu,1933,09_Sep,25.38,31.33,19.45,225.5
Bengkulu,1933,10_Oct,25.71,31.92,19.54,238.09
Bengkulu,1933,11_Nov,25.91,31.25,20.61,330.37
Bengkulu,1933,12_Dec,25.46,30.28,20.66,199.65
Bengkulu,1934,01_Jan,24.65,29.47,19.89,263.99
Bengkulu,1934,02_Feb,24.19,29.05,19.38,173.36
Bengkulu,1934,03_Mar,24.36,29.51,19.28,269.14
Bengkulu,1934,04_Apr,25.2,30.53,19.91,296.45
Bengkulu,1934,05_May,25.87,31.38,20.43,141.82
Bengkulu,1934,06_Jun,25.28,30.68,19.93,170.02
Bengkulu,1934,07_Jul,25.24,30.63,19.89,135.39
Bengkulu,1934,08_Aug,25.62,31.33,19.94,123.9
Bengkulu,1934,09_Sep,25.7,31.67,19.77,161.19
Bengkulu,1934,10_Oct,25.85,32.05,19.7,247.74
Bengkulu,1934,11_Nov,26.37,31.71,21.06,288.45
Bengkulu,1934,12_Dec,25.88,30.7,21.09,254.33
Bengkulu,1935,01_Jan,25.33,30.18,20.54,299.77
Bengkulu,1935,02_Feb,25.21,30.06,20.39,269.2
Bengkulu,1935,03_Mar,25.36,30.52,20.27,245.03
Bengkulu,1935,04_Apr,25.43,30.75,20.14,242.47
Bengkulu,1935,05_May,25.41,30.93,19.97,219.04
Bengkulu,1935,06_Jun,25.16,30.54,19.83,135.69
Bengkulu,1935,07_Jul,25.32,30.71,19.98,122.74
Bengkulu,1935,08_Aug,25.54,31.25,19.86,124.35
Bengkulu,1935,09_Sep,25.96,31.91,20.06,152.9
Bengkulu,1935,10_Oct,26.0,32.22,19.85,266.04
Bengkulu,1935,11_Nov,26.61,31.95,21.29,399.11
Bengkulu,1935,12_Dec,26.07,30.9,21.27,350.89
Bengkulu,1936,01_Jan,25.41,30.23,20.65,334.08
Bengkulu,1936,02_Feb,25.41,30.28,20.57,239.49
Bengkulu,1936,03_Mar,25.25,30.38,20.17,272.42
Bengkulu,1936,04_Apr,25.53,30.85,20.24,247.05
Bengkulu,1936,05_May,25.92,31.42,20.49,244.26
Bengkulu,1936,06_Jun,25.28,30.68,19.93,128.32
Bengkulu,1936,07_Jul,25.37,30.76,20.02,137.23
Bengkulu,1936,08_Aug,25.49,31.21,19.8,145.88
Bengkulu,1936,09_Sep,25.84,31.79,19.92,147.89
Bengkulu,1936,10_Oct,25.64,31.88,19.48,308.73
Bengkulu,1936,11_Nov,26.37,31.71,21.07,269.16
Bengkulu,1936,12_Dec,26.07,30.89,21.28,253.12
Bengkulu,1937,01_Jan,25.45,30.29,20.68,290.04
Bengkulu,1937,02_Feb,25.21,30.05,20.41,217.88
Bengkulu,1937,03_Mar,25.62,30.79,20.5,206.86
Bengkulu,1937,04_Apr,25.61,30.91,20.34,309.18
Bengkulu,1937,05_May,25.49,31.01,20.05,165.48
Bengkulu,1937,06_Jun,25.57,30.97,20.22,152.46
Bengkulu,1937,07_Jul,25.46,30.85,20.1,171.49
Bengkulu,1937,08_Aug,26.09,31.81,20.4,169.61
Bengkulu,1937,09_Sep,25.8,31.77,19.88,239.36
Bengkulu,1937,10_Oct,25.78,31.99,19.62,224.55
Bengkulu,1937,11_Nov,26.54,31.89,21.21,254.32
Bengkulu,1937,12_Dec,25.87,30.68,21.11,328.74
Bengkulu,1938,01_Jan,25.38,30.19,20.62,308.63
Bengkulu,1938,02_Feb,25.37,30.22,20.55,217.42
Bengkulu,1938,03_Mar,25.18,30.34,20.09,345.89
Bengkulu,1938,04_Apr,25.64,30.96,20.35,277.32
Bengkulu,1938,05_May,25.54,31.06,20.11,215.1
Bengkulu,1938,06_Jun,25.53,30.95,20.18,139.31
Bengkulu,1938,07_Jul,25.2,30.6,19.84,140.35
Bengkulu,1938,08_Aug,25.24,30.95,19.56,233.35
Bengkulu,1938,09_Sep,25.84,31.79,19.92,173.84
Bengkulu,1938,10_Oct,26.08,32.32,19.92,205.98
Bengkulu,1938,11_Nov,26.54,31.88,21.22,297.96
Bengkulu,1938,12_Dec,25.95,30.77,21.18,328.45
Bengkulu,1939,01_Jan,25.39,30.21,20.63,293.74
Bengkulu,1939,02_Feb,24.75,29.58,19.96,168.78
Bengkulu,1939,03_Mar,25.2,30.36,20.09,213.47
Bengkulu,1939,04_Apr,25.65,30.97,20.37,315.49
Bengkulu,1939,05_May,25.87,31.39,20.42,203.39
Bengkulu,1939,06_Jun,25.22,30.62,19.88,163.08
Bengkulu,1939,07_Jul,25.24,30.68,19.88,113.22
Bengkulu,1939,08_Aug,25.54,31.27,19.85,169.81
Bengkulu,1939,09_Sep,25.49,31.44,19.57,214.79
Bengkulu,1939,10_Oct,25.71,31.92,19.55,257.3
Bengkulu,1939,11_Nov,26.54,31.9,21.19,257.84
Bengkulu,1939,12_Dec,25.96,30.74,21.21,314.71
Bengkulu,1940,01_Jan,25.24,30.06,20.48,252.86
Bengkulu,1940,02_Feb,24.95,29.79,20.15,289.25
Bengkulu,1940,03_Mar,25.61,30.8,20.49,302.24
Bengkulu,1940,04_Apr,25.94,31.28,20.64,259.73
Bengkulu,1940,05_May,25.91,31.42,20.46,193.37
Bengkulu,1940,06_Jun,25.86,31.26,20.51,135.86
Bengkulu,1940,07_Jul,25.63,31.02,20.28,109.54
Bengkulu,1940,08_Aug,25.54,31.24,19.89,116.14
Bengkulu,1940,09_Sep,25.88,31.83,19.96,195.9
Bengkulu,1940,10_Oct,26.58,32.8,20.42,157.13
Bengkulu,1940,11_Nov,26.84,32.2,21.5,295.47
Bengkulu,1940,12_Dec,26.24,31.06,21.46,295.9
Bengkulu,1941,01_Jan,25.79,30.64,21.02,358.62
Bengkulu,1941,02_Feb,25.67,30.53,20.86,263.27
Bengkulu,1941,03_Mar,25.88,31.04,20.79,340.25
Bengkulu,1941,04_Apr,26.32,31.64,21.03,298.42
Bengkulu,1941,05_May,26.38,31.88,20.95,227.48
Bengkulu,1941,06_Jun,26.33,31.76,20.99,134.35
Bengkulu,1941,07_Jul,25.92,31.35,20.56,89.67
Bengkulu,1941,08_Aug,26.0,31.71,20.32,152.46
Bengkulu,1941,09_Sep,26.09,32.07,20.16,135.57
Bengkulu,1941,10_Oct,26.57,32.79,20.41,216.36
Bengkulu,1941,11_Nov,26.76,32.1,21.45,333.82
Bengkulu,1941,12_Dec,26.39,31.2,21.63,358.78
Bengkulu,1942,01_Jan,25.19,30.0,20.42,288.76
Bengkulu,1942,02_Feb,24.95,29.8,20.16,231.99
Bengkulu,1942,03_Mar,25.42,30.58,20.33,269.87
Bengkulu,1942,04_Apr,25.49,30.81,20.19,271.03
Bengkulu,1942,05_May,25.7,31.21,20.25,197.12
Bengkulu,1942,06_Jun,25.61,31.01,20.26,138.57
Bengkulu,1942,07_Jul,25.22,30.62,19.87,146.59
Bengkulu,1942,08_Aug,25.58,31.29,19.9,142.9
Bengkulu,1942,09_Sep,25.7,31.64,19.77,186.01
Bengkulu,1942,10_Oct,25.79,32.0,19.63,251.27
Bengkulu,1942,11_Nov,26.07,31.41,20.76,284.08
Bengkulu,1942,12_Dec,25.81,30.63,21.06,288.94
Bengkulu,1943,01_Jan,24.68,29.49,19.92,294.99
Bengkulu,1943,02_Feb,24.43,29.28,19.63,236.16
Bengkulu,1943,03_Mar,24.59,29.75,19.51,277.11
Bengkulu,1943,04_Apr,25.11,30.44,19.82,269.57
Bengkulu,1943,05_May,25.7,31.21,20.25,193.32
Bengkulu,1943,06_Jun,24.91,30.32,19.57,135.93
Bengkulu,1943,07_Jul,24.64,30.03,19.29,149.01
Bengkulu,1943,08_Aug,25.03,30.74,19.35,144.55
Bengkulu,1943,09_Sep,25.49,31.44,19.56,189.6
Bengkulu,1943,10_Oct,25.42,31.63,19.26,252.72
Bengkulu,1943,11_Nov,26.07,31.41,20.76,288.38
Bengkulu,1943,12_Dec,25.53,30.35,20.78,281.92
Bengkulu,1944,01_Jan,24.84,29.66,20.08,288.23
Bengkulu,1944,02_Feb,24.58,29.43,19.79,233.65
Bengkulu,1944,03_Mar,24.74,29.9,19.66,275.12
Bengkulu,1944,04_Apr,25.48,30.8,20.18,269.24
Bengkulu,1944,05_May,25.7,31.21,20.25,191.24
Bengkulu,1944,06_Jun,25.5,30.91,20.16,130.35
Bengkulu,1944,07_Jul,25.22,30.62,19.87,139.75
Bengkulu,1944,08_Aug,25.65,31.36,19.97,134.03
Bengkulu,1944,09_Sep,25.64,31.59,19.72,182.14
Bengkulu,1944,10_Oct,26.01,32.22,19.85,242.26
Bengkulu,1944,11_Nov,26.07,31.41,20.76,308.0
Bengkulu,1944,12_Dec,25.73,30.55,20.98,280.14
Bengkulu,1945,01_Jan,25.29,30.1,20.52,288.36
Bengkulu,1945,02_Feb,24.85,29.7,20.06,232.81
Bengkulu,1945,03_Mar,24.96,30.12,19.88,276.93
Bengkulu,1945,04_Apr,25.32,30.65,20.03,270.54
Bengkulu,1945,05_May,25.7,31.21,20.25,193.01
Bengkulu,1945,06_Jun,25.6,31.01,20.26,129.41
Bengkulu,1945,07_Jul,25.22,30.62,19.87,140.19
Bengkulu,1945,08_Aug,25.65,31.36,19.97,141.89
Bengkulu,1945,09_Sep,25.49,31.44,19.56,184.94
Bengkulu,1945,10_Oct,25.55,31.76,19.39,238.94
Bengkulu,1945,11_Nov,26.07,31.41,20.76,282.46
Bengkulu,1945,12_Dec,25.81,30.63,21.06,284.08
Bengkulu,1946,01_Jan,26.12,30.93,21.36,291.83
Bengkulu,1946,02_Feb,25.24,30.09,20.44,231.64
Bengkulu,1946,03_Mar,25.2,30.36,20.11,275.38
Bengkulu,1946,04_Apr,25.7,31.03,20.41,266.41
Bengkulu,1946,05_May,25.7,31.21,20.25,187.04
Bengkulu,1946,06_Jun,25.61,31.01,20.28,131.37
Bengkulu,1946,07_Jul,25.24,30.64,19.89,137.84
Bengkulu,1946,08_Aug,25.72,31.42,20.04,133.37
Bengkulu,1946,09_Sep,25.56,31.5,19.64,176.55
Bengkulu,1946,10_Oct,26.06,32.27,19.9,237.48
Bengkulu,1946,11_Nov,26.07,31.4,20.76,286.34
Bengkulu,1946,12_Dec,26.06,30.88,21.29,288.75
Bengkulu,1947,01_Jan,26.05,30.87,21.29,289.28
Bengkulu,1947,02_Feb,25.26,30.1,20.46,231.97
Bengkulu,1947,03_Mar,25.29,30.41,20.22,276.2
Bengkulu,1947,04_Apr,25.64,30.93,20.39,269.26
Bengkulu,1947,05_May,25.7,31.19,20.28,189.4
Bengkulu,1947,06_Jun,25.61,30.96,20.29,131.28
Bengkulu,1947,07_Jul,25.18,30.57,19.83,143.08
Bengkulu,1947,08_Aug,25.58,31.28,19.9,141.88
Bengkulu,1947,09_Sep,25.64,31.59,19.72,187.17
Bengkulu,1947,10_Oct,25.87,32.08,19.73,243.63
Bengkulu,1947,11_Nov,26.07,31.39,20.77,288.44
Bengkulu,1947,12_Dec,26.37,31.14,21.61,285.42
Bengkulu,1948,01_Jan,25.38,30.18,20.63,328.14
Bengkulu,1948,02_Feb,25.17,30.0,20.38,313.51
Bengkulu,1948,03_Mar,25.58,30.74,20.5,411.3
Bengkulu,1948,04_Apr,26.61,31.93,21.31,227.79
Bengkulu,1948,05_May,26.17,31.68,20.72,207.73
Bengkulu,1948,06_Jun,25.95,31.35,20.6,134.57
Bengkulu,1948,07_Jul,25.54,30.93,20.19,144.23
Bengkulu,1948,08_Aug,26.04,31.73,20.37,139.89
Bengkulu,1948,09_Sep,26.1,32.05,20.18,184.37
Bengkulu,1948,10_Oct,26.55,32.78,20.39,241.89
Bengkulu,1948,11_Nov,26.45,31.77,21.16,330.7
Bengkulu,1948,12_Dec,26.44,31.26,21.68,287.83
Bengkulu,1949,01_Jan,25.66,30.47,20.89,291.33
Bengkulu,1949,02_Feb,25.21,30.06,20.42,252.6
Bengkulu,1949,03_Mar,25.61,30.77,20.53,267.1
Bengkulu,1949,04_Apr,25.81,31.12,20.54,221.01
Bengkulu,1949,05_May,25.69,31.2,20.26,132.79
Bengkulu,1949,06_Jun,25.81,31.19,20.49,128.04
Bengkulu,1949,07_Jul,25.29,30.68,19.94,102.43
Bengkulu,1949,08_Aug,25.87,31.58,20.2,135.82
Bengkulu,1949,09_Sep,25.89,31.84,19.96,136.6
Bengkulu,1949,10_Oct,26.06,32.27,19.89,232.54
Bengkulu,1949,11_Nov,26.44,31.78,21.13,299.4
Bengkulu,1949,12_Dec,26.17,30.98,21.41,296.85
Bengkulu,1950,01_Jan,25.8,30.62,21.04,290.95
Bengkulu,1950,02_Feb,25.13,29.98,20.33,238.79
Bengkulu,1950,03_Mar,25.36,30.5,20.28,295.56
Bengkulu,1950,04_Apr,25.56,30.87,20.29,258.51
Bengkulu,1950,05_May,25.79,31.28,20.36,200.62
Bengkulu,1950,06_Jun,25.6,31.0,20.25,124.1
Bengkulu,1950,07_Jul,25.2,30.59,19.84,109.43
Bengkulu,1950,08_Aug,25.57,31.28,19.89,138.51
Bengkulu,1950,09_Sep,25.67,31.62,19.74,213.48
Bengkulu,1950,10_Oct,25.57,31.79,19.42,287.57
Bengkulu,1950,11_Nov,26.42,31.76,21.11,343.25
Bengkulu,1950,12_Dec,25.78,30.6,21.03,240.89
Bengkulu,1951,01_Jan,24.57,29.37,19.82,288.98
Bengkulu,1951,02_Feb,24.12,28.94,19.33,274.52
Bengkulu,1951,03_Mar,25.18,30.25,20.15,249.29
Bengkulu,1951,04_Apr,25.73,31.05,20.45,261.3
Bengkulu,1951,05_May,25.45,30.96,20.0,179.61
Bengkulu,1951,06_Jun,25.76,31.14,20.44,149.22
Bengkulu,1951,07_Jul,25.03,30.42,19.67,148.49
Bengkulu,1951,08_Aug,25.57,31.28,19.89,159.75
Bengkulu,1951,09_Sep,25.79,31.74,19.87,195.64
Bengkulu,1951,10_Oct,25.96,32.17,19.79,183.96
Bengkulu,1951,11_Nov,26.36,31.71,21.07,219.6
Bengkulu,1951,12_Dec,25.93,30.71,21.19,319.96
Bengkulu,1952,01_Jan,25.29,30.01,20.61,364.33
