province_name,year,month,mean_temp
Jawa Tengah,1933,Aug,25.86
Jawa Tengah,1933,Sep,24.94
Jawa Tengah,1933,Oct,25.7
Jawa Tengah,1933,Nov,26.43
Jawa Tengah,1933,Dec,25.34
Jawa Tengah,1934,Jan,25.61
Jawa Tengah,1934,Feb,25.0
Jawa Tengah,1934,Mar,25.06
Jawa Tengah,1934,Apr,25.58
Jawa Tengah,1934,May,25.69
Jawa Tengah,1934,Jun,25.24
Jawa Tengah,1934,Jul,25.0
Jawa Tengah,1934,Aug,24.97
Jawa Tengah,1934,Sep,25.14
Jawa Tengah,1934,Oct,26.07
Jawa Tengah,1934,Nov,26.43
Jawa Tengah,1934,Dec,25.35
Jawa Tengah,1935,Jan,25.71
Jawa Tengah,1935,Feb,25.92
Jawa Tengah,1935,Mar,25.96
Jawa Tengah,1935,Apr,25.68
Jawa Tengah,1935,May,26.35
Jawa Tengah,1935,Jun,24.94
Jawa Tengah,1935,Jul,24.41
Jawa Tengah,1935,Aug,24.69
Jawa Tengah,1935,Sep,25.5
Jawa Tengah,1935,Oct,25.89
Jawa Tengah,1935,Nov,26.43
Jawa Tengah,1935,Dec,25.87
Jawa Tengah,1936,Jan,25.51
Jawa Tengah,1936,Feb,25.81
Jawa Tengah,1936,Mar,25.86
Jawa Tengah,1936,Apr,25.68
Jawa Tengah,1936,May,26.45
Jawa Tengah,1936,Jun,25.24
Jawa Tengah,1936,Jul,24.9
Jawa Tengah,1936,Aug,25.27
Jawa Tengah,1936,Sep,25.67
Jawa Tengah,1936,Oct,25.89
Jawa Tengah,1936,Nov,26.43
Jawa Tengah,1936,Dec,25.79
Jawa Tengah,1937,Jan,25.41
Jawa Tengah,1937,Feb,26.02
Jawa Tengah,1937,Mar,26.26
Jawa Tengah,1937,Apr,25.88
Jawa Tengah,1937,May,25.79
Jawa Tengah,1937,Jun,25.0
Jawa Tengah,1937,Jul,24.58
Jawa Tengah,1937,Aug,24.89
Jawa Tengah,1937,Sep,25.58
Jawa Tengah,1937,Oct,25.89
Jawa Tengah,1937,Nov,26.43
Jawa Tengah,1937,Dec,25.45
Jawa Tengah,1938,Jan,26.07
Jawa Tengah,1938,Feb,25.92
Jawa Tengah,1938,Mar,26.06
Jawa Tengah,1938,Apr,26.14
Jawa Tengah,1938,May,26.25
Jawa Tengah,1938,Jun,24.84
Jawa Tengah,1938,Jul,24.8
Jawa Tengah,1938,Aug,24.77
Jawa Tengah,1938,Sep,25.67
Jawa Tengah,1938,Oct,26.17
Jawa Tengah,1938,Nov,26.43
Jawa Tengah,1938,Dec,25.54
Jawa Tengah,1939,Jan,26.11
Jawa Tengah,1939,Feb,25.8
Jawa Tengah,1939,Mar,25.76
Jawa Tengah,1939,Apr,25.98
Jawa Tengah,1939,May,25.51
Jawa Tengah,1939,Jun,24.81
Jawa Tengah,1939,Jul,25.11
Jawa Tengah,1939,Aug,25.27
Jawa Tengah,1939,Sep,25.49
Jawa Tengah,1939,Oct,25.8
Jawa Tengah,1939,Nov,26.43
Jawa Tengah,1939,Dec,25.71
Jawa Tengah,1940,Jan,25.87
Jawa Tengah,1940,Feb,25.81
Jawa Tengah,1940,Mar,25.52
Jawa Tengah,1940,Apr,25.38
Jawa Tengah,1940,May,24.08
Jawa Tengah,1940,Jun,24.64
Jawa Tengah,1940,Jul,24.88
Jawa Tengah,1940,Aug,24.44
Jawa Tengah,1940,Sep,25.86
Jawa Tengah,1940,Oct,26.8
Jawa Tengah,1940,Nov,26.43
Jawa Tengah,1940,Dec,25.96
Jawa Tengah,1941,Jan,26.51
Jawa Tengah,1941,Feb,26.26
Jawa Tengah,1941,Mar,26.71
Jawa Tengah,1941,Apr,26.68
Jawa Tengah,1941,May,26.65
Jawa Tengah,1941,Jun,25.68
Jawa Tengah,1941,Jul,24.66
Jawa Tengah,1941,Aug,24.73
Jawa Tengah,1941,Sep,25.67
Jawa Tengah,1941,Oct,26.27
Jawa Tengah,1941,Nov,26.43
Jawa Tengah,1941,Dec,25.96
Jawa Tengah,1942,Jan,26.47
Jawa Tengah,1942,Feb,26.38
Jawa Tengah,1942,Mar,26.56
Jawa Tengah,1942,Apr,26.21
Jawa Tengah,1942,May,26.55
Jawa Tengah,1942,Jun,25.94
Jawa Tengah,1942,Jul,24.56
Jawa Tengah,1942,Aug,25.17
Jawa Tengah,1942,Sep,25.86
Jawa Tengah,1942,Oct,26.15
Jawa Tengah,1942,Nov,26.43
Jawa Tengah,1942,Dec,26.05
Jawa Tengah,1943,Jan,25.22
Jawa Tengah,1943,Feb,25.27
Jawa Tengah,1943,Mar,25.41
Jawa Tengah,1943,Apr,25.67
Jawa Tengah,1943,May,26.35
Jawa Tengah,1943,Jun,24.9
Jawa Tengah,1943,Jul,24.47
Jawa Tengah,1943,Aug,24.79
Jawa Tengah,1943,Sep,25.58
Jawa Tengah,1943,Oct,25.68
Jawa Tengah,1943,Nov,26.43
Jawa Tengah,1943,Dec,25.69
Jawa Tengah,1944,Jan,26.07
Jawa Tengah,1944,Feb,25.8
Jawa Tengah,1944,Mar,26.14
Jawa Tengah,1944,Apr,25.78
Jawa Tengah,1944,May,25.4
Jawa Tengah,1944,Jun,25.19
Jawa Tengah,1944,Jul,24.51
Jawa Tengah,1944,Aug,24.88
Jawa Tengah,1944,Sep,25.76
Jawa Tengah,1944,Oct,26.39
Jawa Tengah,1944,Nov,26.43
Jawa Tengah,1944,Dec,25.95
Jawa Tengah,1945,Jan,26.41
Jawa Tengah,1945,Feb,26.02
Jawa Tengah,1945,Mar,25.96
Jawa Tengah,1945,Apr,26.14
Jawa Tengah,1945,May,25.97
Jawa Tengah,1945,Jun,24.78
Jawa Tengah,1945,Jul,24.51
Jawa Tengah,1945,Aug,25.15
Jawa Tengah,1945,Sep,25.58
Jawa Tengah,1945,Oct,25.87
Jawa Tengah,1945,Nov,26.43
Jawa Tengah,1945,Dec,26.05
Jawa Tengah,1946,Jan,26.71
Jawa Tengah,1946,Feb,25.56
Jawa Tengah,1946,Mar,26.16
Jawa Tengah,1946,Apr,26.28
Jawa Tengah,1946,May,25.3
Jawa Tengah,1946,Jun,25.88
Jawa Tengah,1946,Jul,26.03
Jawa Tengah,1946,Aug,26.63
Jawa Tengah,1946,Sep,25.67
Jawa Tengah,1946,Oct,26.49
Jawa Tengah,1946,Nov,26.43
Jawa Tengah,1946,Dec,26.35
Jawa Tengah,1947,Jan,26.91
Jawa Tengah,1947,Feb,26.52
Jawa Tengah,1947,Mar,26.06
Jawa Tengah,1947,Apr,25.62
Jawa Tengah,1947,May,26.55
Jawa Tengah,1947,Jun,25.88
Jawa Tengah,1947,Jul,25.1
Jawa Tengah,1947,Aug,25.47
Jawa Tengah,1947,Sep,25.76
Jawa Tengah,1947,Oct,26.24
Jawa Tengah,1947,Nov,26.43
Jawa Tengah,1947,Dec,26.72
Jawa Tengah,1948,Jan,23.19
Jawa Tengah,1948,Feb,25.92
Jawa Tengah,1948,Mar,26.16
Jawa Tengah,1948,Apr,25.99
Jawa Tengah,1948,May,26.95
Jawa Tengah,1948,Jun,26.1
Jawa Tengah,1948,Jul,25.2
Jawa Tengah,1948,Aug,24.89
Jawa Tengah,1948,Sep,25.87
Jawa Tengah,1948,Oct,26.8
Jawa Tengah,1948,Nov,26.43
Jawa Tengah,1948,Dec,26.16
Jawa Tengah,1949,Jan,26.07
Jawa Tengah,1949,Feb,26.0
Jawa Tengah,1949,Mar,25.86
Jawa Tengah,1949,Apr,26.08
Jawa Tengah,1949,May,25.67
Jawa Tengah,1949,Jun,25.35
Jawa Tengah,1949,Jul,24.5
Jawa Tengah,1949,Aug,24.82
Jawa Tengah,1949,Sep,25.27
Jawa Tengah,1949,Oct,26.25
Jawa Tengah,1949,Nov,26.43
Jawa Tengah,1949,Dec,25.96
Jawa Tengah,1950,Jan,26.16
Jawa Tengah,1950,Feb,25.62
Jawa Tengah,1950,Mar,26.01
Jawa Tengah,1950,Apr,25.88
Jawa Tengah,1950,May,25.98
Jawa Tengah,1950,Jun,25.16
Jawa Tengah,1950,Jul,24.14
Jawa Tengah,1950,Aug,24.63
Jawa Tengah,1950,Sep,25.41
Jawa Tengah,1950,Oct,25.51
Jawa Tengah,1950,Nov,24.73
Jawa Tengah,1950,Dec,25.31
Jawa Tengah,1951,Jan,25.41
Jawa Tengah,1951,Feb,25.32
Jawa Tengah,1951,Mar,26.26
Jawa Tengah,1951,Apr,26.01
Jawa Tengah,1951,May,25.39
Jawa Tengah,1951,Jun,25.36
Jawa Tengah,1951,Jul,24.56
Jawa Tengah,1951,Aug,24.65
Jawa Tengah,1951,Sep,25.86
Jawa Tengah,1951,Oct,26.01
Jawa Tengah,1951,Nov,27.43
Jawa Tengah,1951,Dec,25.75
Jawa Tengah,1952,Jan,26.31
Jawa Tengah,1952,Feb,26.24
Jawa Tengah,1952,Mar,25.4
Jawa Tengah,1952,Apr,26.18
Jawa Tengah,1952,May,25.49
Jawa Tengah,1952,Jun,25.17
Jawa Tengah,1952,Jul,24.74
Jawa Tengah,1952,Aug,24.9
Jawa Tengah,1952,Sep,25.53
Jawa Tengah,1952,Oct,25.42
Jawa Tengah,1952,Nov,24.33
Jawa Tengah,1952,Dec,25.62
Jawa Tengah,1953,Jan,26.11
Jawa Tengah,1953,Feb,25.92
Jawa Tengah,1953,Mar,26.16
Jawa Tengah,1953,Apr,26.19
Jawa Tengah,1953,May,25.48
Jawa Tengah,1953,Jun,25.28
Jawa Tengah,1953,Jul,24.5
Jawa Tengah,1953,Aug,24.67
Jawa Tengah,1953,Sep,25.72
Jawa Tengah,1953,Oct,26.59
Jawa Tengah,1953,Nov,25.56
Jawa Tengah,1953,Dec,26.45
Jawa Tengah,1954,Jan,26.41
Jawa Tengah,1954,Feb,25.72
Jawa Tengah,1954,Mar,26.42
Jawa Tengah,1954,Apr,26.39
Jawa Tengah,1954,May,26.65
Jawa Tengah,1954,Jun,25.44
Jawa Tengah,1954,Jul,24.9
Jawa Tengah,1954,Aug,24.67
Jawa Tengah,1954,Sep,25.47
Jawa Tengah,1954,Oct,25.2
Jawa Tengah,1954,Nov,23.85
Jawa Tengah,1954,Dec,25.66
Jawa Tengah,1955,Jan,26.11
Jawa Tengah,1955,Feb,25.63
Jawa Tengah,1955,Mar,25.66
Jawa Tengah,1955,Apr,25.96
Jawa Tengah,1955,May,26.19
Jawa Tengah,1955,Jun,25.34
Jawa Tengah,1955,Jul,24.37
Jawa Tengah,1955,Aug,24.86
Jawa Tengah,1955,Sep,25.37
Jawa Tengah,1955,Oct,25.69
Jawa Tengah,1955,Nov,24.54
Jawa Tengah,1955,Dec,25.48
Jawa Tengah,1956,Jan,25.4
Jawa Tengah,1956,Feb,25.92
Jawa Tengah,1956,Mar,26.06
Jawa Tengah,1956,Apr,26.18
Jawa Tengah,1956,May,26.15
Jawa Tengah,1956,Jun,25.13
Jawa Tengah,1956,Jul,24.7
Jawa Tengah,1956,Aug,25.07
Jawa Tengah,1956,Sep,25.36
Jawa Tengah,1956,Oct,25.79
Jawa Tengah,1956,Nov,25.54
Jawa Tengah,1956,Dec,25.45
Jawa Tengah,1957,Jan,25.91
Jawa Tengah,1957,Feb,25.52
Jawa Tengah,1957,Mar,25.66
Jawa Tengah,1957,Apr,26.58
Jawa Tengah,1957,May,26.52
Jawa Tengah,1957,Jun,25.54
Jawa Tengah,1957,Jul,24.99
Jawa Tengah,1957,Aug,24.87
Jawa Tengah,1957,Sep,25.36
Jawa Tengah,1957,Oct,26.4
Jawa Tengah,1957,Nov,26.74
Jawa Tengah,1957,Dec,25.95
Jawa Tengah,1958,Jan,26.71
Jawa Tengah,1958,Feb,25.82
Jawa Tengah,1958,Mar,26.4
Jawa Tengah,1958,Apr,26.68
Jawa Tengah,1958,May,26.84
Jawa Tengah,1958,Jun,25.94
Jawa Tengah,1958,Jul,24.81
Jawa Tengah,1958,Aug,25.17
Jawa Tengah,1958,Sep,25.33
Jawa Tengah,1958,Oct,25.8
Jawa Tengah,1958,Nov,24.2
Jawa Tengah,1958,Dec,25.05
Jawa Tengah,1959,Jan,25.51
Jawa Tengah,1959,Feb,26.22
Jawa Tengah,1959,Mar,25.86
Jawa Tengah,1959,Apr,26.16
Jawa Tengah,1959,May,27.23
Jawa Tengah,1959,Jun,25.14
Jawa Tengah,1959,Jul,24.44
Jawa Tengah,1959,Aug,24.67
Jawa Tengah,1959,Sep,25.56
Jawa Tengah,1959,Oct,26.69
Jawa Tengah,1959,Nov,27.01
Jawa Tengah,1959,Dec,25.16
Jawa Tengah,1960,Jan,25.42
Jawa Tengah,1960,Feb,25.62
Jawa Tengah,1960,Mar,25.96
Jawa Tengah,1960,Apr,25.98
Jawa Tengah,1960,May,25.67
Jawa Tengah,1960,Jun,25.34
Jawa Tengah,1960,Jul,25.2
Jawa Tengah,1960,Aug,25.47
Jawa Tengah,1960,Sep,26.0
Jawa Tengah,1960,Oct,26.36
Jawa Tengah,1960,Nov,25.67
Jawa Tengah,1960,Dec,26.01
Jawa Tengah,1961,Jan,25.81
Jawa Tengah,1961,Feb,26.06
Jawa Tengah,1961,Mar,26.46
Jawa Tengah,1961,Apr,26.49
Jawa Tengah,1961,May,26.06
Jawa Tengah,1961,Jun,25.14
Jawa Tengah,1961,Jul,24.41
Jawa Tengah,1961,Aug,24.35
Jawa Tengah,1961,Sep,25.26
Jawa Tengah,1961,Oct,26.19
Jawa Tengah,1961,Nov,26.02
Jawa Tengah,1961,Dec,26.23
Jawa Tengah,1962,Jan,25.41
Jawa Tengah,1962,Feb,25.21
Jawa Tengah,1962,Mar,25.9
Jawa Tengah,1962,Apr,26.14
Jawa Tengah,1962,May,25.83
Jawa Tengah,1962,Jun,25.68
Jawa Tengah,1962,Jul,25.38
Jawa Tengah,1962,Aug,25.14
Jawa Tengah,1962,Sep,25.76
Jawa Tengah,1962,Oct,26.53
Jawa Tengah,1962,Nov,26.61
Jawa Tengah,1962,Dec,25.69
Jawa Tengah,1963,Jan,25.21
Jawa Tengah,1963,Feb,25.29
Jawa Tengah,1963,Mar,25.55
Jawa Tengah,1963,Apr,26.35
Jawa Tengah,1963,May,25.96
Jawa Tengah,1963,Jun,25.61
Jawa Tengah,1963,Jul,24.61
Jawa Tengah,1963,Aug,24.37
Jawa Tengah,1963,Sep,25.33
Jawa Tengah,1963,Oct,26.8
Jawa Tengah,1963,Nov,27.07
Jawa Tengah,1963,Dec,26.1
Jawa Tengah,1964,Jan,26.71
Jawa Tengah,1964,Feb,26.49
Jawa Tengah,1964,Mar,26.16
Jawa Tengah,1964,Apr,26.32
Jawa Tengah,1964,May,26.52
Jawa Tengah,1964,Jun,25.41
Jawa Tengah,1964,Jul,25.16
Jawa Tengah,1964,Aug,25.31
Jawa Tengah,1964,Sep,25.89
Jawa Tengah,1964,Oct,25.46
Jawa Tengah,1964,Nov,25.56
Jawa Tengah,1964,Dec,25.81
Jawa Tengah,1965,Jan,25.36
Jawa Tengah,1965,Feb,25.9
Jawa Tengah,1965,Mar,25.96
Jawa Tengah,1965,Apr,25.88
Jawa Tengah,1965,May,25.95
Jawa Tengah,1965,Jun,25.44
Jawa Tengah,1965,Jul,24.8
Jawa Tengah,1965,Aug,25.12
Jawa Tengah,1965,Sep,25.46
Jawa Tengah,1965,Oct,26.1
Jawa Tengah,1965,Nov,27.61
Jawa Tengah,1965,Dec,26.78
Jawa Tengah,1966,Jan,26.42
Jawa Tengah,1966,Feb,26.12
Jawa Tengah,1966,Mar,26.26
Jawa Tengah,1966,Apr,26.76
Jawa Tengah,1966,May,26.81
Jawa Tengah,1966,Jun,25.44
Jawa Tengah,1966,Jul,24.87
Jawa Tengah,1966,Aug,25.66
Jawa Tengah,1966,Sep,26.39
Jawa Tengah,1966,Oct,26.5
Jawa Tengah,1966,Nov,26.79
Jawa Tengah,1966,Dec,25.59
Jawa Tengah,1967,Jan,26.23
Jawa Tengah,1967,Feb,25.92
Jawa Tengah,1967,Mar,26.06
Jawa Tengah,1967,Apr,25.91
Jawa Tengah,1967,May,26.22
Jawa Tengah,1967,Jun,25.34
Jawa Tengah,1967,Jul,24.6
Jawa Tengah,1967,Aug,25.57
Jawa Tengah,1967,Sep,25.96
Jawa Tengah,1967,Oct,26.89
Jawa Tengah,1967,Nov,27.08
Jawa Tengah,1967,Dec,25.75
Jawa Tengah,1968,Jan,25.99
Jawa Tengah,1968,Feb,25.32
Jawa Tengah,1968,Mar,26.07
Jawa Tengah,1968,Apr,26.22
Jawa Tengah,1968,May,26.42
Jawa Tengah,1968,Jun,25.94
Jawa Tengah,1968,Jul,25.28
Jawa Tengah,1968,Aug,24.96
Jawa Tengah,1968,Sep,26.27
Jawa Tengah,1968,Oct,26.62
Jawa Tengah,1968,Nov,26.87
Jawa Tengah,1968,Dec,25.95
Jawa Tengah,1969,Jan,26.41
Jawa Tengah,1969,Feb,26.62
Jawa Tengah,1969,Mar,26.72
Jawa Tengah,1969,Apr,26.77
Jawa Tengah,1969,May,26.76
Jawa Tengah,1969,Jun,25.84
Jawa Tengah,1969,Jul,25.6
Jawa Tengah,1969,Aug,25.74
Jawa Tengah,1969,Sep,25.95
Jawa Tengah,1969,Oct,26.8
Jawa Tengah,1969,Nov,27.31
Jawa Tengah,1969,Dec,26.24
Jawa Tengah,1970,Jan,26.56
Jawa Tengah,1970,Feb,26.51
Jawa Tengah,1970,Mar,26.66
Jawa Tengah,1970,Apr,26.78
Jawa Tengah,1970,May,26.71
Jawa Tengah,1970,Jun,25.94
Jawa Tengah,1970,Jul,25.4
Jawa Tengah,1970,Aug,25.5
Jawa Tengah,1970,Sep,26.04
Jawa Tengah,1970,Oct,26.79
Jawa Tengah,1970,Nov,26.5
Jawa Tengah,1970,Dec,25.92
Jawa Tengah,1971,Jan,25.56
Jawa Tengah,1971,Feb,25.42
Jawa Tengah,1971,Mar,25.97
Jawa Tengah,1971,Apr,26.41
Jawa Tengah,1971,May,26.4
Jawa Tengah,1971,Jun,25.54
Jawa Tengah,1971,Jul,25.0
Jawa Tengah,1971,Aug,25.64
Jawa Tengah,1971,Sep,26.37
Jawa Tengah,1971,Oct,26.17
Jawa Tengah,1971,Nov,25.14
Jawa Tengah,1971,Dec,26.13
Jawa Tengah,1972,Jan,25.4
Jawa Tengah,1972,Feb,26.29
Jawa Tengah,1972,Mar,25.92
Jawa Tengah,1972,Apr,26.47
Jawa Tengah,1972,May,26.44
Jawa Tengah,1972,Jun,25.95
Jawa Tengah,1972,Jul,25.3
Jawa Tengah,1972,Aug,25.89
Jawa Tengah,1972,Sep,26.06
Jawa Tengah,1972,Oct,27.0
Jawa Tengah,1972,Nov,27.4
Jawa Tengah,1972,Dec,27.21
Jawa Tengah,1973,Jan,26.91
Jawa Tengah,1973,Feb,26.82
Jawa Tengah,1973,Mar,26.76
Jawa Tengah,1973,Apr,27.28
Jawa Tengah,1973,May,26.61
Jawa Tengah,1973,Jun,26.41
Jawa Tengah,1973,Jul,26.13
Jawa Tengah,1973,Aug,26.28
Jawa Tengah,1973,Sep,26.26
Jawa Tengah,1973,Oct,26.89
Jawa Tengah,1973,Nov,26.05
Jawa Tengah,1973,Dec,26.18
Jawa Tengah,1974,Jan,25.31
Jawa Tengah,1974,Feb,25.32
Jawa Tengah,1974,Mar,25.7
Jawa Tengah,1974,Apr,26.38
Jawa Tengah,1974,May,26.24
Jawa Tengah,1974,Jun,25.54
Jawa Tengah,1974,Jul,24.8
Jawa Tengah,1974,Aug,25.26
Jawa Tengah,1974,Sep,26.41
Jawa Tengah,1974,Oct,26.59
Jawa Tengah,1974,Nov,25.97
Jawa Tengah,1974,Dec,26.19
Jawa Tengah,1975,Jan,26.29
Jawa Tengah,1975,Feb,25.92
Jawa Tengah,1975,Mar,26.24
Jawa Tengah,1975,Apr,26.57
Jawa Tengah,1975,May,26.15
Jawa Tengah,1975,Jun,25.74
Jawa Tengah,1975,Jul,25.78
Jawa Tengah,1975,Aug,25.87
Jawa Tengah,1975,Sep,26.25
Jawa Tengah,1975,Oct,26.19
Jawa Tengah,1975,Nov,25.8
Jawa Tengah,1975,Dec,26.06
Jawa Tengah,1976,Jan,24.9
Jawa Tengah,1976,Feb,25.63
Jawa Tengah,1976,Mar,25.86
Jawa Tengah,1976,Apr,26.28
Jawa Tengah,1976,May,26.35
Jawa Tengah,1976,Jun,25.53
Jawa Tengah,1976,Jul,24.81
Jawa Tengah,1976,Aug,25.37
Jawa Tengah,1976,Sep,25.69
Jawa Tengah,1976,Oct,26.34
Jawa Tengah,1976,Nov,26.13
Jawa Tengah,1976,Dec,26.55
Jawa Tengah,1977,Jan,25.73
Jawa Tengah,1977,Feb,25.4
Jawa Tengah,1977,Mar,25.81
Jawa Tengah,1977,Apr,26.46
Jawa Tengah,1977,May,26.43
Jawa Tengah,1977,Jun,25.44
Jawa Tengah,1977,Jul,25.03
Jawa Tengah,1977,Aug,25.16
Jawa Tengah,1977,Sep,25.59
Jawa Tengah,1977,Oct,26.99
Jawa Tengah,1977,Nov,26.58
Jawa Tengah,1977,Dec,26.05
Jawa Tengah,1978,Jan,25.91
Jawa Tengah,1978,Feb,25.98
Jawa Tengah,1978,Mar,26.0
Jawa Tengah,1978,Apr,26.48
Jawa Tengah,1978,May,26.35
Jawa Tengah,1978,Jun,25.54
Jawa Tengah,1978,Jul,25.3
Jawa Tengah,1978,Aug,25.28
Jawa Tengah,1978,Sep,25.76
Jawa Tengah,1978,Oct,26.19
Jawa Tengah,1978,Nov,25.88
Jawa Tengah,1978,Dec,25.65
Jawa Tengah,1979,Jan,25.81
Jawa Tengah,1979,Feb,26.12
Jawa Tengah,1979,Mar,26.24
Jawa Tengah,1979,Apr,26.62
Jawa Tengah,1979,May,26.55
Jawa Tengah,1979,Jun,25.84
Jawa Tengah,1979,Jul,25.5
Jawa Tengah,1979,Aug,25.7
Jawa Tengah,1979,Sep,26.06
Jawa Tengah,1979,Oct,26.59
Jawa Tengah,1979,Nov,26.86
Jawa Tengah,1979,Dec,25.74
Jawa Tengah,1980,Jan,25.7
Jawa Tengah,1980,Feb,25.82
Jawa Tengah,1980,Mar,26.16
Jawa Tengah,1980,Apr,26.58
Jawa Tengah,1980,May,26.65
Jawa Tengah,1980,Jun,26.08
Jawa Tengah,1980,Jul,26.17
Jawa Tengah,1980,Aug,25.66
Jawa Tengah,1980,Sep,26.06
Jawa Tengah,1980,Oct,26.54
Jawa Tengah,1980,Nov,26.66
Jawa Tengah,1980,Dec,25.85
Jawa Tengah,1981,Jan,25.27
Jawa Tengah,1981,Feb,25.81
Jawa Tengah,1981,Mar,26.45
Jawa Tengah,1981,Apr,26.44
Jawa Tengah,1981,May,27.04
Jawa Tengah,1981,Jun,26.43
Jawa Tengah,1981,Jul,26.53
Jawa Tengah,1981,Aug,26.93
Jawa Tengah,1981,Sep,26.16
Jawa Tengah,1981,Oct,26.76
Jawa Tengah,1981,Nov,26.47
Jawa Tengah,1981,Dec,25.91
Jawa Tengah,1982,Jan,25.11
Jawa Tengah,1982,Feb,25.72
Jawa Tengah,1982,Mar,25.49
Jawa Tengah,1982,Apr,26.23
Jawa Tengah,1982,May,25.92
Jawa Tengah,1982,Jun,25.74
Jawa Tengah,1982,Jul,25.04
Jawa Tengah,1982,Aug,25.22
Jawa Tengah,1982,Sep,25.64
Jawa Tengah,1982,Oct,26.4
Jawa Tengah,1982,Nov,27.17
Jawa Tengah,1982,Dec,26.59
Jawa Tengah,1983,Jan,26.22
Jawa Tengah,1983,Feb,26.51
Jawa Tengah,1983,Mar,26.72
Jawa Tengah,1983,Apr,26.98
Jawa Tengah,1983,May,26.24
Jawa Tengah,1983,Jun,26.32
Jawa Tengah,1983,Jul,25.55
Jawa Tengah,1983,Aug,25.74
Jawa Tengah,1983,Sep,26.26
Jawa Tengah,1983,Oct,26.5
Jawa Tengah,1983,Nov,25.7
Jawa Tengah,1983,Dec,25.89
Jawa Tengah,1984,Jan,25.2
Jawa Tengah,1984,Feb,25.15
Jawa Tengah,1984,Mar,25.49
Jawa Tengah,1984,Apr,26.12
Jawa Tengah,1984,May,26.15
Jawa Tengah,1984,Jun,25.66
Jawa Tengah,1984,Jul,25.5
Jawa Tengah,1984,Aug,25.57
Jawa Tengah,1984,Sep,25.46
Jawa Tengah,1984,Oct,25.99
Jawa Tengah,1984,Nov,25.07
Jawa Tengah,1984,Dec,25.45
Jawa Tengah,1985,Jan,25.95
Jawa Tengah,1985,Feb,25.98
Jawa Tengah,1985,Mar,26.06
Jawa Tengah,1985,Apr,26.1
Jawa Tengah,1985,May,26.44
Jawa Tengah,1985,Jun,25.85
Jawa Tengah,1985,Jul,25.1
Jawa Tengah,1985,Aug,25.76
Jawa Tengah,1985,Sep,25.96
Jawa Tengah,1985,Oct,26.29
Jawa Tengah,1985,Nov,26.43
Jawa Tengah,1985,Dec,26.05
Jawa Tengah,1986,Jan,25.51
Jawa Tengah,1986,Feb,25.93
Jawa Tengah,1986,Mar,26.26
Jawa Tengah,1986,Apr,26.58
Jawa Tengah,1986,May,26.47
Jawa Tengah,1986,Jun,26.24
Jawa Tengah,1986,Jul,25.8
Jawa Tengah,1986,Aug,25.34
Jawa Tengah,1986,Sep,26.49
Jawa Tengah,1986,Oct,26.25
Jawa Tengah,1986,Nov,25.99
Jawa Tengah,1986,Dec,26.1
Jawa Tengah,1987,Jan,25.81
Jawa Tengah,1987,Feb,26.09
Jawa Tengah,1987,Mar,26.56
Jawa Tengah,1987,Apr,27.03
Jawa Tengah,1987,May,27.71
Jawa Tengah,1987,Jun,26.96
Jawa Tengah,1987,Jul,26.07
Jawa Tengah,1987,Aug,26.22
Jawa Tengah,1987,Sep,26.26
Jawa Tengah,1987,Oct,26.89
Jawa Tengah,1987,Nov,26.56
Jawa Tengah,1987,Dec,26.35
Jawa Tengah,1988,Jan,26.11
Jawa Tengah,1988,Feb,26.36
Jawa Tengah,1988,Mar,26.73
Jawa Tengah,1988,Apr,26.57
Jawa Tengah,1988,May,26.85
Jawa Tengah,1988,Jun,26.06
Jawa Tengah,1988,Jul,25.3
Jawa Tengah,1988,Aug,25.68
Jawa Tengah,1988,Sep,26.08
Jawa Tengah,1988,Oct,26.63
Jawa Tengah,1988,Nov,25.95
Jawa Tengah,1988,Dec,25.96
Jawa Tengah,1989,Jan,25.88
Jawa Tengah,1989,Feb,25.86
Jawa Tengah,1989,Mar,26.05
Jawa Tengah,1989,Apr,26.42
Jawa Tengah,1989,May,26.35
Jawa Tengah,1989,Jun,25.77
Jawa Tengah,1989,Jul,26.26
Jawa Tengah,1989,Aug,25.87
Jawa Tengah,1989,Sep,26.26
Jawa Tengah,1989,Oct,26.34
Jawa Tengah,1989,Nov,26.42
Jawa Tengah,1989,Dec,26.25
Jawa Tengah,1990,Jan,25.61
Jawa Tengah,1990,Feb,26.42
Jawa Tengah,1990,Mar,26.56
Jawa Tengah,1990,Apr,27.08
Jawa Tengah,1990,May,26.45
Jawa Tengah,1990,Jun,26.01
Jawa Tengah,1990,Jul,25.7
Jawa Tengah,1990,Aug,25.59
Jawa Tengah,1990,Sep,26.06
Jawa Tengah,1990,Oct,26.53
Jawa Tengah,1990,Nov,27.42
Jawa Tengah,1990,Dec,26.03
Jawa Tengah,1991,Jan,25.91
Jawa Tengah,1991,Feb,25.91
Jawa Tengah,1991,Mar,26.27
Jawa Tengah,1991,Apr,26.99
Jawa Tengah,1991,May,26.35
Jawa Tengah,1991,Jun,26.32
Jawa Tengah,1991,Jul,25.45
Jawa Tengah,1991,Aug,25.56
Jawa Tengah,1991,Sep,25.88
Jawa Tengah,1991,Oct,26.7
Jawa Tengah,1991,Nov,26.05
Jawa Tengah,1991,Dec,26.25
Jawa Tengah,1992,Jan,26.29
Jawa Tengah,1992,Feb,26.37
Jawa Tengah,1992,Mar,26.71
Jawa Tengah,1992,Apr,26.68
