province_name,year,month,max_temp
Jawa Timur,1945,Sep,31.37
Jawa Timur,1945,Oct,31.84
Jawa Timur,1945,Nov,32.0
Jawa Timur,1945,Dec,31.15
Jawa Timur,1946,Jan,31.43
Jawa Timur,1946,Feb,30.19
Jawa Timur,1946,Mar,30.93
Jawa Timur,1946,Apr,31.11
Jawa Timur,1946,May,30.08
Jawa Timur,1946,Jun,30.85
Jawa Timur,1946,Jul,31.38
Jawa Timur,1946,Aug,32.35
Jawa Timur,1946,Sep,31.44
Jawa Timur,1946,Oct,32.26
Jawa Timur,1946,Nov,32.0
Jawa Timur,1946,Dec,31.35
Jawa Timur,1947,Jan,31.72
Jawa Timur,1947,Feb,31.35
Jawa Timur,1947,Mar,30.79
Jawa Timur,1947,Apr,30.32
Jawa Timur,1947,May,31.38
Jawa Timur,1947,Jun,30.85
Jawa Timur,1947,Jul,30.37
Jawa Timur,1947,Aug,30.95
Jawa Timur,1947,Sep,31.49
Jawa Timur,1947,Oct,32.09
Jawa Timur,1947,Nov,32.0
Jawa Timur,1947,Dec,31.6
Jawa Timur,1948,Jan,27.92
Jawa Timur,1948,Feb,30.71
Jawa Timur,1948,Mar,30.93
Jawa Timur,1948,Apr,30.84
Jawa Timur,1948,May,31.78
Jawa Timur,1948,Jun,31.12
Jawa Timur,1948,Jul,30.38
Jawa Timur,1948,Aug,30.24
Jawa Timur,1948,Sep,31.54
Jawa Timur,1948,Oct,32.47
Jawa Timur,1948,Nov,32.0
Jawa Timur,1948,Dec,31.24
Jawa Timur,1949,Jan,30.98
Jawa Timur,1949,Feb,30.87
Jawa Timur,1949,Mar,30.51
Jawa Timur,1949,Apr,30.87
Jawa Timur,1949,May,30.48
Jawa Timur,1949,Jun,30.11
Jawa Timur,1949,Jul,29.62
Jawa Timur,1949,Aug,30.16
Jawa Timur,1949,Sep,31.03
Jawa Timur,1949,Oct,32.09
Jawa Timur,1949,Nov,31.93
Jawa Timur,1949,Dec,31.09
Jawa Timur,1950,Jan,30.99
Jawa Timur,1950,Feb,30.37
Jawa Timur,1950,Mar,30.95
Jawa Timur,1950,Apr,30.74
Jawa Timur,1950,May,30.78
Jawa Timur,1950,Jun,30.24
Jawa Timur,1950,Jul,29.16
Jawa Timur,1950,Aug,29.96
Jawa Timur,1950,Sep,31.24
Jawa Timur,1950,Oct,31.58
Jawa Timur,1950,Nov,30.37
Jawa Timur,1950,Dec,30.24
Jawa Timur,1951,Jan,30.22
Jawa Timur,1951,Feb,30.19
Jawa Timur,1951,Mar,30.89
Jawa Timur,1951,Apr,30.78
Jawa Timur,1951,May,30.18
Jawa Timur,1951,Jun,30.48
Jawa Timur,1951,Jul,29.68
Jawa Timur,1951,Aug,29.99
Jawa Timur,1951,Sep,31.52
Jawa Timur,1951,Oct,31.95
Jawa Timur,1951,Nov,33.0
Jawa Timur,1951,Dec,30.84
Jawa Timur,1952,Jan,31.12
Jawa Timur,1952,Feb,31.11
Jawa Timur,1952,Mar,30.08
Jawa Timur,1952,Apr,30.99
Jawa Timur,1952,May,30.28
Jawa Timur,1952,Jun,30.05
Jawa Timur,1952,Jul,29.84
Jawa Timur,1952,Aug,30.28
Jawa Timur,1952,Sep,31.43
Jawa Timur,1952,Oct,31.38
Jawa Timur,1952,Nov,30.17
Jawa Timur,1952,Dec,30.88
Jawa Timur,1953,Jan,30.89
Jawa Timur,1953,Feb,30.67
Jawa Timur,1953,Mar,30.96
Jawa Timur,1953,Apr,31.16
Jawa Timur,1953,May,30.29
Jawa Timur,1953,Jun,30.33
Jawa Timur,1953,Jul,29.55
Jawa Timur,1953,Aug,29.99
Jawa Timur,1953,Sep,31.55
Jawa Timur,1953,Oct,32.47
Jawa Timur,1953,Nov,31.19
Jawa Timur,1953,Dec,31.5
Jawa Timur,1954,Jan,31.28
Jawa Timur,1954,Feb,30.62
Jawa Timur,1954,Mar,31.04
Jawa Timur,1954,Apr,31.38
Jawa Timur,1954,May,31.48
Jawa Timur,1954,Jun,30.48
Jawa Timur,1954,Jul,30.08
Jawa Timur,1954,Aug,30.01
Jawa Timur,1954,Sep,31.4
Jawa Timur,1954,Oct,31.09
Jawa Timur,1954,Nov,29.68
Jawa Timur,1954,Dec,30.84
Jawa Timur,1955,Jan,30.99
Jawa Timur,1955,Feb,30.46
Jawa Timur,1955,Mar,30.54
Jawa Timur,1955,Apr,30.88
Jawa Timur,1955,May,30.99
Jawa Timur,1955,Jun,30.33
Jawa Timur,1955,Jul,29.62
Jawa Timur,1955,Aug,30.42
Jawa Timur,1955,Sep,31.15
Jawa Timur,1955,Oct,31.51
Jawa Timur,1955,Nov,30.23
Jawa Timur,1955,Dec,30.69
Jawa Timur,1956,Jan,30.27
Jawa Timur,1956,Feb,30.71
Jawa Timur,1956,Mar,30.83
Jawa Timur,1956,Apr,31.13
Jawa Timur,1956,May,30.98
Jawa Timur,1956,Jun,30.14
Jawa Timur,1956,Jul,29.88
Jawa Timur,1956,Aug,30.6
Jawa Timur,1956,Sep,31.02
Jawa Timur,1956,Oct,31.52
Jawa Timur,1956,Nov,31.15
Jawa Timur,1956,Dec,30.43
Jawa Timur,1957,Jan,30.68
Jawa Timur,1957,Feb,30.33
Jawa Timur,1957,Mar,30.49
Jawa Timur,1957,Apr,31.53
Jawa Timur,1957,May,31.38
Jawa Timur,1957,Jun,30.57
Jawa Timur,1957,Jul,30.19
Jawa Timur,1957,Aug,30.3
Jawa Timur,1957,Sep,30.93
Jawa Timur,1957,Oct,32.24
Jawa Timur,1957,Nov,32.27
Jawa Timur,1957,Dec,31.03
Jawa Timur,1958,Jan,31.65
Jawa Timur,1958,Feb,30.64
Jawa Timur,1958,Mar,31.33
Jawa Timur,1958,Apr,31.58
Jawa Timur,1958,May,31.68
Jawa Timur,1958,Jun,30.86
Jawa Timur,1958,Jul,29.98
Jawa Timur,1958,Aug,30.7
Jawa Timur,1958,Sep,30.87
Jawa Timur,1958,Oct,31.59
Jawa Timur,1958,Nov,30.24
Jawa Timur,1958,Dec,30.27
Jawa Timur,1959,Jan,29.72
Jawa Timur,1959,Feb,30.7
Jawa Timur,1959,Mar,30.01
Jawa Timur,1959,Apr,31.04
Jawa Timur,1959,May,31.57
Jawa Timur,1959,Jun,29.56
Jawa Timur,1959,Jul,29.58
Jawa Timur,1959,Aug,30.1
Jawa Timur,1959,Sep,31.14
Jawa Timur,1959,Oct,32.45
Jawa Timur,1959,Nov,31.8
Jawa Timur,1959,Dec,30.33
Jawa Timur,1960,Jan,30.03
Jawa Timur,1960,Feb,30.15
Jawa Timur,1960,Mar,30.7
Jawa Timur,1960,Apr,30.69
Jawa Timur,1960,May,29.96
Jawa Timur,1960,Jun,30.17
Jawa Timur,1960,Jul,29.92
Jawa Timur,1960,Aug,30.74
Jawa Timur,1960,Sep,31.68
Jawa Timur,1960,Oct,32.12
Jawa Timur,1960,Nov,30.51
Jawa Timur,1960,Dec,31.3
Jawa Timur,1961,Jan,30.48
Jawa Timur,1961,Feb,30.71
Jawa Timur,1961,Mar,31.32
Jawa Timur,1961,Apr,31.36
Jawa Timur,1961,May,30.73
Jawa Timur,1961,Jun,30.37
Jawa Timur,1961,Jul,29.72
Jawa Timur,1961,Aug,30.06
Jawa Timur,1961,Sep,31.59
Jawa Timur,1961,Oct,32.51
Jawa Timur,1961,Nov,31.8
Jawa Timur,1961,Dec,31.65
Jawa Timur,1962,Jan,29.79
Jawa Timur,1962,Feb,29.71
Jawa Timur,1962,Mar,30.54
Jawa Timur,1962,Apr,30.67
Jawa Timur,1962,May,30.41
Jawa Timur,1962,Jun,30.47
Jawa Timur,1962,Jul,29.94
Jawa Timur,1962,Aug,30.41
Jawa Timur,1962,Sep,31.66
Jawa Timur,1962,Oct,31.6
Jawa Timur,1962,Nov,31.81
Jawa Timur,1962,Dec,30.9
Jawa Timur,1963,Jan,29.63
Jawa Timur,1963,Feb,30.04
Jawa Timur,1963,Mar,30.1
Jawa Timur,1963,Apr,31.41
Jawa Timur,1963,May,31.07
Jawa Timur,1963,Jun,30.64
Jawa Timur,1963,Jul,30.16
Jawa Timur,1963,Aug,30.49
Jawa Timur,1963,Sep,31.54
Jawa Timur,1963,Oct,32.77
Jawa Timur,1963,Nov,33.21
Jawa Timur,1963,Dec,31.69
Jawa Timur,1964,Jan,31.58
Jawa Timur,1964,Feb,31.38
Jawa Timur,1964,Mar,30.59
Jawa Timur,1964,Apr,31.09
Jawa Timur,1964,May,31.23
Jawa Timur,1964,Jun,30.37
Jawa Timur,1964,Jul,30.37
Jawa Timur,1964,Aug,30.78
Jawa Timur,1964,Sep,31.29
Jawa Timur,1964,Oct,30.45
Jawa Timur,1964,Nov,30.66
Jawa Timur,1964,Dec,31.28
Jawa Timur,1965,Jan,30.11
Jawa Timur,1965,Feb,30.83
Jawa Timur,1965,Mar,30.6
Jawa Timur,1965,Apr,31.08
Jawa Timur,1965,May,30.98
Jawa Timur,1965,Jun,30.94
Jawa Timur,1965,Jul,30.59
Jawa Timur,1965,Aug,31.21
Jawa Timur,1965,Sep,32.0
Jawa Timur,1965,Oct,32.68
Jawa Timur,1965,Nov,33.7
Jawa Timur,1965,Dec,32.28
Jawa Timur,1966,Jan,31.39
Jawa Timur,1966,Feb,30.77
Jawa Timur,1966,Mar,30.9
Jawa Timur,1966,Apr,31.73
Jawa Timur,1966,May,32.01
Jawa Timur,1966,Jun,30.78
Jawa Timur,1966,Jul,30.86
Jawa Timur,1966,Aug,31.15
Jawa Timur,1966,Sep,31.93
Jawa Timur,1966,Oct,32.15
Jawa Timur,1966,Nov,32.41
Jawa Timur,1966,Dec,30.68
Jawa Timur,1967,Jan,30.52
Jawa Timur,1967,Feb,30.62
Jawa Timur,1967,Mar,30.91
Jawa Timur,1967,Apr,31.11
Jawa Timur,1967,May,31.71
Jawa Timur,1967,Jun,30.87
Jawa Timur,1967,Jul,30.14
Jawa Timur,1967,Aug,31.27
Jawa Timur,1967,Sep,31.9
Jawa Timur,1967,Oct,33.07
Jawa Timur,1967,Nov,32.97
Jawa Timur,1967,Dec,30.8
Jawa Timur,1968,Jan,30.64
Jawa Timur,1968,Feb,29.99
Jawa Timur,1968,Mar,30.82
Jawa Timur,1968,Apr,30.94
Jawa Timur,1968,May,30.72
Jawa Timur,1968,Jun,30.42
Jawa Timur,1968,Jul,29.58
Jawa Timur,1968,Aug,29.87
Jawa Timur,1968,Sep,31.68
Jawa Timur,1968,Oct,31.95
Jawa Timur,1968,Nov,32.26
Jawa Timur,1968,Dec,31.07
Jawa Timur,1969,Jan,31.57
Jawa Timur,1969,Feb,31.47
Jawa Timur,1969,Mar,31.38
Jawa Timur,1969,Apr,31.65
Jawa Timur,1969,May,31.9
Jawa Timur,1969,Jun,30.77
Jawa Timur,1969,Jul,30.92
Jawa Timur,1969,Aug,31.29
Jawa Timur,1969,Sep,31.86
Jawa Timur,1969,Oct,32.98
Jawa Timur,1969,Nov,33.04
Jawa Timur,1969,Dec,31.49
Jawa Timur,1970,Jan,31.71
Jawa Timur,1970,Feb,31.49
Jawa Timur,1970,Mar,31.78
Jawa Timur,1970,Apr,31.52
Jawa Timur,1970,May,31.38
Jawa Timur,1970,Jun,30.79
Jawa Timur,1970,Jul,30.6
Jawa Timur,1970,Aug,31.39
Jawa Timur,1970,Sep,31.61
Jawa Timur,1970,Oct,32.52
Jawa Timur,1970,Nov,31.97
Jawa Timur,1970,Dec,30.75
Jawa Timur,1971,Jan,30.18
Jawa Timur,1971,Feb,29.83
Jawa Timur,1971,Mar,30.35
Jawa Timur,1971,Apr,31.24
Jawa Timur,1971,May,31.28
Jawa Timur,1971,Jun,30.28
Jawa Timur,1971,Jul,29.59
Jawa Timur,1971,Aug,30.79
Jawa Timur,1971,Sep,31.45
Jawa Timur,1971,Oct,31.51
Jawa Timur,1971,Nov,30.21
Jawa Timur,1971,Dec,31.07
Jawa Timur,1972,Jan,30.17
Jawa Timur,1972,Feb,31.13
Jawa Timur,1972,Mar,30.66
Jawa Timur,1972,Apr,31.49
Jawa Timur,1972,May,31.32
Jawa Timur,1972,Jun,31.12
Jawa Timur,1972,Jul,30.89
Jawa Timur,1972,Aug,31.94
Jawa Timur,1972,Sep,32.37
Jawa Timur,1972,Oct,33.59
Jawa Timur,1972,Nov,33.52
Jawa Timur,1972,Dec,32.61
Jawa Timur,1973,Jan,31.71
Jawa Timur,1973,Feb,31.72
Jawa Timur,1973,Mar,31.32
Jawa Timur,1973,Apr,32.23
Jawa Timur,1973,May,31.47
Jawa Timur,1973,Jun,31.28
Jawa Timur,1973,Jul,31.25
Jawa Timur,1973,Aug,32.15
Jawa Timur,1973,Sep,31.57
Jawa Timur,1973,Oct,33.07
Jawa Timur,1973,Nov,31.6
Jawa Timur,1973,Dec,31.48
Jawa Timur,1974,Jan,30.29
Jawa Timur,1974,Feb,30.15
Jawa Timur,1974,Mar,30.84
Jawa Timur,1974,Apr,31.66
Jawa Timur,1974,May,31.7
Jawa Timur,1974,Jun,31.01
Jawa Timur,1974,Jul,30.27
Jawa Timur,1974,Aug,30.75
Jawa Timur,1974,Sep,31.91
Jawa Timur,1974,Oct,31.91
Jawa Timur,1974,Nov,31.49
Jawa Timur,1974,Dec,31.39
Jawa Timur,1975,Jan,31.42
Jawa Timur,1975,Feb,30.95
Jawa Timur,1975,Mar,31.14
Jawa Timur,1975,Apr,31.5
Jawa Timur,1975,May,31.06
Jawa Timur,1975,Jun,31.1
Jawa Timur,1975,Jul,31.45
Jawa Timur,1975,Aug,31.35
Jawa Timur,1975,Sep,31.63
Jawa Timur,1975,Oct,31.81
Jawa Timur,1975,Nov,31.3
Jawa Timur,1975,Dec,31.03
Jawa Timur,1976,Jan,29.9
Jawa Timur,1976,Feb,30.74
Jawa Timur,1976,Mar,30.79
Jawa Timur,1976,Apr,31.77
Jawa Timur,1976,May,31.95
Jawa Timur,1976,Jun,30.79
Jawa Timur,1976,Jul,30.39
Jawa Timur,1976,Aug,31.22
Jawa Timur,1976,Sep,31.89
Jawa Timur,1976,Oct,31.84
Jawa Timur,1976,Nov,31.6
Jawa Timur,1976,Dec,31.95
Jawa Timur,1977,Jan,30.82
Jawa Timur,1977,Feb,30.15
Jawa Timur,1977,Mar,30.55
Jawa Timur,1977,Apr,31.54
Jawa Timur,1977,May,31.74
Jawa Timur,1977,Jun,30.29
Jawa Timur,1977,Jul,30.65
Jawa Timur,1977,Aug,30.67
Jawa Timur,1977,Sep,31.41
Jawa Timur,1977,Oct,33.27
Jawa Timur,1977,Nov,32.74
Jawa Timur,1977,Dec,31.12
Jawa Timur,1978,Jan,30.55
Jawa Timur,1978,Feb,30.65
Jawa Timur,1978,Mar,30.67
Jawa Timur,1978,Apr,31.38
Jawa Timur,1978,May,30.9
Jawa Timur,1978,Jun,29.74
Jawa Timur,1978,Jul,29.71
Jawa Timur,1978,Aug,30.35
Jawa Timur,1978,Sep,30.74
Jawa Timur,1978,Oct,31.91
Jawa Timur,1978,Nov,31.6
Jawa Timur,1978,Dec,30.58
Jawa Timur,1979,Jan,30.79
Jawa Timur,1979,Feb,31.21
Jawa Timur,1979,Mar,31.03
Jawa Timur,1979,Apr,31.66
Jawa Timur,1979,May,31.36
Jawa Timur,1979,Jun,30.48
Jawa Timur,1979,Jul,30.87
Jawa Timur,1979,Aug,31.04
Jawa Timur,1979,Sep,31.6
Jawa Timur,1979,Oct,32.74
Jawa Timur,1979,Nov,32.74
Jawa Timur,1979,Dec,30.92
Jawa Timur,1980,Jan,30.41
Jawa Timur,1980,Feb,30.56
Jawa Timur,1980,Mar,31.13
Jawa Timur,1980,Apr,31.23
Jawa Timur,1980,May,31.85
Jawa Timur,1980,Jun,31.2
Jawa Timur,1980,Jul,31.56
Jawa Timur,1980,Aug,31.28
Jawa Timur,1980,Sep,32.14
Jawa Timur,1980,Oct,32.4
Jawa Timur,1980,Nov,32.43
Jawa Timur,1980,Dec,30.58
Jawa Timur,1981,Jan,29.9
Jawa Timur,1981,Feb,30.47
Jawa Timur,1981,Mar,31.22
Jawa Timur,1981,Apr,31.09
Jawa Timur,1981,May,31.65
Jawa Timur,1981,Jun,31.26
Jawa Timur,1981,Jul,31.01
Jawa Timur,1981,Aug,32.14
Jawa Timur,1981,Sep,31.38
Jawa Timur,1981,Oct,32.48
Jawa Timur,1981,Nov,31.74
Jawa Timur,1981,Dec,30.69
Jawa Timur,1982,Jan,29.57
Jawa Timur,1982,Feb,30.51
Jawa Timur,1982,Mar,30.05
Jawa Timur,1982,Apr,31.0
Jawa Timur,1982,May,30.95
Jawa Timur,1982,Jun,31.25
Jawa Timur,1982,Jul,31.13
Jawa Timur,1982,Aug,31.69
Jawa Timur,1982,Sep,32.18
Jawa Timur,1982,Oct,32.86
Jawa Timur,1982,Nov,33.64
Jawa Timur,1982,Dec,32.18
Jawa Timur,1983,Jan,31.25
Jawa Timur,1983,Feb,31.54
Jawa Timur,1983,Mar,31.71
Jawa Timur,1983,Apr,31.48
Jawa Timur,1983,May,30.13
Jawa Timur,1983,Jun,30.85
Jawa Timur,1983,Jul,30.49
Jawa Timur,1983,Aug,31.21
Jawa Timur,1983,Sep,32.02
Jawa Timur,1983,Oct,32.09
Jawa Timur,1983,Nov,30.66
Jawa Timur,1983,Dec,30.81
Jawa Timur,1984,Jan,30.39
Jawa Timur,1984,Feb,29.75
Jawa Timur,1984,Mar,30.41
Jawa Timur,1984,Apr,30.64
Jawa Timur,1984,May,30.5
Jawa Timur,1984,Jun,30.49
Jawa Timur,1984,Jul,30.42
Jawa Timur,1984,Aug,30.58
Jawa Timur,1984,Sep,30.17
Jawa Timur,1984,Oct,31.49
Jawa Timur,1984,Nov,30.8
Jawa Timur,1984,Dec,30.34
Jawa Timur,1985,Jan,31.06
Jawa Timur,1985,Feb,30.75
Jawa Timur,1985,Mar,30.8
Jawa Timur,1985,Apr,30.84
Jawa Timur,1985,May,31.12
Jawa Timur,1985,Jun,30.41
Jawa Timur,1985,Jul,30.22
Jawa Timur,1985,Aug,30.78
Jawa Timur,1985,Sep,31.48
Jawa Timur,1985,Oct,32.46
Jawa Timur,1985,Nov,31.6
Jawa Timur,1985,Dec,30.82
Jawa Timur,1986,Jan,29.95
Jawa Timur,1986,Feb,31.12
Jawa Timur,1986,Mar,30.83
Jawa Timur,1986,Apr,31.15
Jawa Timur,1986,May,31.47
Jawa Timur,1986,Jun,30.15
Jawa Timur,1986,Jul,30.38
Jawa Timur,1986,Aug,30.28
Jawa Timur,1986,Sep,31.66
Jawa Timur,1986,Oct,31.29
Jawa Timur,1986,Nov,31.37
Jawa Timur,1986,Dec,30.95
Jawa Timur,1987,Jan,30.21
Jawa Timur,1987,Feb,30.63
Jawa Timur,1987,Mar,31.52
Jawa Timur,1987,Apr,31.53
Jawa Timur,1987,May,32.61
Jawa Timur,1987,Jun,31.73
Jawa Timur,1987,Jul,30.87
Jawa Timur,1987,Aug,31.64
Jawa Timur,1987,Sep,31.91
Jawa Timur,1987,Oct,32.54
Jawa Timur,1987,Nov,32.11
Jawa Timur,1987,Dec,30.85
Jawa Timur,1988,Jan,30.7
Jawa Timur,1988,Feb,31.07
Jawa Timur,1988,Mar,31.61
Jawa Timur,1988,Apr,31.2
Jawa Timur,1988,May,31.28
Jawa Timur,1988,Jun,30.67
Jawa Timur,1988,Jul,29.86
Jawa Timur,1988,Aug,30.33
Jawa Timur,1988,Sep,31.17
Jawa Timur,1988,Oct,32.06
Jawa Timur,1988,Nov,30.71
Jawa Timur,1988,Dec,30.32
Jawa Timur,1989,Jan,30.58
Jawa Timur,1989,Feb,29.98
Jawa Timur,1989,Mar,30.58
Jawa Timur,1989,Apr,30.85
Jawa Timur,1989,May,30.59
Jawa Timur,1989,Jun,29.98
Jawa Timur,1989,Jul,30.69
Jawa Timur,1989,Aug,30.64
Jawa Timur,1989,Sep,31.33
Jawa Timur,1989,Oct,31.38
Jawa Timur,1989,Nov,31.64
Jawa Timur,1989,Dec,31.41
Jawa Timur,1990,Jan,30.42
Jawa Timur,1990,Feb,31.2
Jawa Timur,1990,Mar,31.32
Jawa Timur,1990,Apr,31.88
Jawa Timur,1990,May,31.22
Jawa Timur,1990,Jun,30.91
Jawa Timur,1990,Jul,30.88
Jawa Timur,1990,Aug,31.0
Jawa Timur,1990,Sep,31.67
Jawa Timur,1990,Oct,32.26
Jawa Timur,1990,Nov,33.12
Jawa Timur,1990,Dec,31.15
Jawa Timur,1991,Jan,30.77
Jawa Timur,1991,Feb,30.73
Jawa Timur,1991,Mar,30.98
Jawa Timur,1991,Apr,31.8
Jawa Timur,1991,May,31.18
Jawa Timur,1991,Jun,31.13
Jawa Timur,1991,Jul,30.49
Jawa Timur,1991,Aug,30.89
Jawa Timur,1991,Sep,31.43
Jawa Timur,1991,Oct,32.31
Jawa Timur,1991,Nov,31.48
Jawa Timur,1991,Dec,31.43
Jawa Timur,1992,Jan,31.21
Jawa Timur,1992,Feb,31.29
Jawa Timur,1992,Mar,31.35
Jawa Timur,1992,Apr,31.5
Jawa Timur,1992,May,31.16
Jawa Timur,1992,Jun,31.77
Jawa Timur,1992,Jul,31.16
Jawa Timur,1992,Aug,31.41
Jawa Timur,1992,Sep,31.82
Jawa Timur,1992,Oct,31.63
Jawa Timur,1992,Nov,31.84
Jawa Timur,1992,Dec,31.18
Jawa Timur,1993,Jan,30.97
Jawa Timur,1993,Feb,30.9
Jawa Timur,1993,Mar,30.82
Jawa Timur,1993,Apr,31.31
Jawa Timur,1993,May,30.92
Jawa Timur,1993,Jun,31.01
Jawa Timur,1993,Jul,30.91
Jawa Timur,1993,Aug,31.41
Jawa Timur,1993,Sep,31.52
Jawa Timur,1993,Oct,32.01
Jawa Timur,1993,Nov,32.48
Jawa Timur,1993,Dec,31.78
Jawa Timur,1994,Jan,31.27
Jawa Timur,1994,Feb,31.12
Jawa Timur,1994,Mar,30.46
Jawa Timur,1994,Apr,31.67
Jawa Timur,1994,May,30.73
Jawa Timur,1994,Jun,31.1
Jawa Timur,1994,Jul,30.09
Jawa Timur,1994,Aug,31.24
Jawa Timur,1994,Sep,31.73
Jawa Timur,1994,Oct,32.35
Jawa Timur,1994,Nov,33.31
Jawa Timur,1994,Dec,31.75
Jawa Timur,1995,Jan,31.06
Jawa Timur,1995,Feb,31.08
Jawa Timur,1995,Mar,30.58
Jawa Timur,1995,Apr,31.48
Jawa Timur,1995,May,30.85
Jawa Timur,1995,Jun,31.14
Jawa Timur,1995,Jul,31.38
Jawa Timur,1995,Aug,31.62
Jawa Timur,1995,Sep,31.92
Jawa Timur,1995,Oct,32.46
Jawa Timur,1995,Nov,31.5
Jawa Timur,1995,Dec,31.55
Jawa Timur,1996,Jan,30.75
Jawa Timur,1996,Feb,30.51
Jawa Timur,1996,Mar,31.13
Jawa Timur,1996,Apr,31.83
Jawa Timur,1996,May,30.98
Jawa Timur,1996,Jun,30.81
Jawa Timur,1996,Jul,31.72
Jawa Timur,1996,Aug,31.88
Jawa Timur,1996,Sep,32.32
Jawa Timur,1996,Oct,32.64
Jawa Timur,1996,Nov,32.33
Jawa Timur,1996,Dec,31.73
Jawa Timur,1997,Jan,30.87
Jawa Timur,1997,Feb,30.9
Jawa Timur,1997,Mar,31.61
Jawa Timur,1997,Apr,31.66
Jawa Timur,1997,May,31.02
Jawa Timur,1997,Jun,31.43
Jawa Timur,1997,Jul,30.25
Jawa Timur,1997,Aug,31.04
Jawa Timur,1997,Sep,31.65
Jawa Timur,1997,Oct,32.41
Jawa Timur,1997,Nov,32.68
Jawa Timur,1997,Dec,32.4
Jawa Timur,1998,Jan,30.6
Jawa Timur,1998,Feb,31.26
Jawa Timur,1998,Mar,31.57
Jawa Timur,1998,Apr,32.28
Jawa Timur,1998,May,31.19
Jawa Timur,1998,Jun,30.93
Jawa Timur,1998,Jul,30.88
Jawa Timur,1998,Aug,31.61
Jawa Timur,1998,Sep,32.58
Jawa Timur,1998,Oct,32.59
Jawa Timur,1998,Nov,32.68
Jawa Timur,1998,Dec,31.74
Jawa Timur,1999,Jan,30.79
Jawa Timur,1999,Feb,30.85
Jawa Timur,1999,Mar,31.01
Jawa Timur,1999,Apr,31.53
Jawa Timur,1999,May,31.09
Jawa Timur,1999,Jun,30.69
Jawa Timur,1999,Jul,30.59
Jawa Timur,1999,Aug,31.43
Jawa Timur,1999,Sep,32.21
Jawa Timur,1999,Oct,31.91
Jawa Timur,1999,Nov,31.99
Jawa Timur,1999,Dec,31.02
Jawa Timur,2000,Jan,30.5
Jawa Timur,2000,Feb,30.75
Jawa Timur,2000,Mar,30.93
Jawa Timur,2000,Apr,31.41
Jawa Timur,2000,May,31.21
Jawa Timur,2000,Jun,30.56
Jawa Timur,2000,Jul,31.29
Jawa Timur,2000,Aug,31.31
Jawa Timur,2000,Sep,32.38
Jawa Timur,2000,Oct,32.23
Jawa Timur,2000,Nov,31.6
Jawa Timur,2000,Dec,31.84
Jawa Timur,2001,Jan,30.25
Jawa Timur,2001,Feb,30.52
Jawa Timur,2001,Mar,30.7
Jawa Timur,2001,Apr,31.28
Jawa Timur,2001,May,31.34
Jawa Timur,2001,Jun,31.19
Jawa Timur,2001,Jul,30.92
Jawa Timur,2001,Aug,31.03
Jawa Timur,2001,Sep,31.71
Jawa Timur,2001,Oct,32.08
Jawa Timur,2001,Nov,31.98
Jawa Timur,2001,Dec,30.89
Jawa Timur,2002,Jan,30.57
Jawa Timur,2002,Feb,30.42
Jawa Timur,2002,Mar,31.02
Jawa Timur,2002,Apr,30.99
Jawa Timur,2002,May,31.46
Jawa Timur,2002,Jun,30.46
Jawa Timur,2002,Jul,31.12
Jawa Timur,2002,Aug,30.44
Jawa Timur,2002,Sep,30.86
Jawa Timur,2002,Oct,32.15
Jawa Timur,2002,Nov,32.59
Jawa Timur,2002,Dec,31.61
Jawa Timur,2003,Jan,30.73
Jawa Timur,2003,Feb,30.79
Jawa Timur,2003,Mar,30.89
Jawa Timur,2003,Apr,31.2
Jawa Timur,2003,May,31.43
Jawa Timur,2003,Jun,30.65
Jawa Timur,2003,Jul,30.5
Jawa Timur,2003,Aug,30.29
Jawa Timur,2003,Sep,31.02
Jawa Timur,2003,Oct,32.1
Jawa Timur,2003,Nov,32.04
Jawa Timur,2003,Dec,31.17
Jawa Timur,2004,Jan,31.08
Jawa Timur,2004,Feb,31.12
Jawa Timur,2004,Mar,31.09
Jawa Timur,2004,Apr,32.08
Jawa Timur,2004,May,31.2
Jawa Timur,2004,Jun,30.13
Jawa Timur,2004,Jul,31.16
Jawa Timur,2004,Aug,31.29
Jawa Timur,2004,Sep,30.95
Jawa Timur,2004,Oct,32.12
Jawa Timur,2004,Nov,31.66
Jawa Timur,2004,Dec,31.07
Jawa Timur,2005,Jan,31.26
Jawa Timur,2005,Feb,31.75
Jawa Timur,2005,Mar,31.62
Jawa Timur,2005,Apr,31.31
Jawa Timur,2005,May,31.07
Jawa Timur,2005,Jun,31.11
Jawa Timur,2005,Jul,31.47
Jawa Timur,2005,Aug,31.26
Jawa Timur,2005,Sep,31.15
Jawa Timur,2005,Oct,31.97
Jawa Timur,2005,Nov,31.54
Jawa Timur,2005,Dec,30.53
Jawa Timur,2006,Jan,30.42
Jawa Timur,2006,Feb,30.68
Jawa Timur,2006,Mar,31.46
Jawa Timur,2006,Apr,31.31
Jawa Timur,2006,May,31.24
Jawa Timur,2006,Jun,30.32
Jawa Timur,2006,Jul,30.1
Jawa Timur,2006,Aug,31.27
Jawa Timur,2006,Sep,30.92
Jawa Timur,2006,Oct,32.11
Jawa Timur,2006,Nov,32.84
Jawa Timur,2006,Dec,31.89
Jawa Timur,2007,Jan,30.93
Jawa Timur,2007,Feb,31.31
Jawa Timur,2007,Mar,31.27
Jawa Timur,2007,Apr,31.39
Jawa Timur,2007,May,31.13
Jawa Timur,2007,Jun,30.67
