province_name,year,month,precipitation
Aceh,1901,Jan,79.32
Aceh,1901,Feb,139.04
Aceh,1901,Mar,86.29
Aceh,1901,Apr,161.2
Aceh,1901,May,265.28
Aceh,1901,Jun,165.82
Aceh,1901,Jul,228.46
Aceh,1901,Aug,94.84
Aceh,1901,Sep,230.59
Aceh,1901,Oct,440.52
Aceh,1901,Nov,220.07
Aceh,1901,Dec,238.72
Aceh,1902,Jan,224.23
Aceh,1902,Feb,111.39
Aceh,1902,Mar,105.66
Aceh,1902,Apr,216.4
Aceh,1902,May,148.03
Aceh,1902,Jun,108.28
Aceh,1902,Jul,251.27
Aceh,1902,Aug,286.65
Aceh,1902,Sep,143.31
Aceh,1902,Oct,294.24
Aceh,1902,Nov,235.64
Aceh,1902,Dec,153.08
Aceh,1903,Jan,201.57
Aceh,1903,Feb,64.87
Aceh,1903,Mar,58.54
Aceh,1903,Apr,111.24
Aceh,1903,May,144.96
Aceh,1903,Jun,175.83
Aceh,1903,Jul,148.49
Aceh,1903,Aug,203.79
Aceh,1903,Sep,173.43
Aceh,1903,Oct,305.89
Aceh,1903,Nov,309.7
Aceh,1903,Dec,413.36
Aceh,1904,Jan,293.99
Aceh,1904,Feb,133.42
Aceh,1904,Mar,91.61
Aceh,1904,Apr,157.54
Aceh,1904,May,231.85
Aceh,1904,Jun,163.44
Aceh,1904,Jul,147.59
Aceh,1904,Aug,193.07
Aceh,1904,Sep,300.9
Aceh,1904,Oct,233.9
Aceh,1904,Nov,261.44
Aceh,1904,Dec,216.04
Aceh,1905,Jan,308.85
Aceh,1905,Feb,138.79
Aceh,1905,Mar,154.02
Aceh,1905,Apr,142.8
Aceh,1905,May,294.31
Aceh,1905,Jun,174.1
Aceh,1905,Jul,157.37
Aceh,1905,Aug,178.2
Aceh,1905,Sep,207.89
Aceh,1905,Oct,200.38
Aceh,1905,Nov,163.55
Aceh,1905,Dec,152.39
Aceh,1906,Jan,360.54
Aceh,1906,Feb,150.93
Aceh,1906,Mar,111.62
Aceh,1906,Apr,169.86
Aceh,1906,May,216.64
Aceh,1906,Jun,258.63
Aceh,1906,Jul,122.17
Aceh,1906,Aug,216.62
Aceh,1906,Sep,86.79
Aceh,1906,Oct,272.22
Aceh,1906,Nov,225.57
Aceh,1906,Dec,398.18
Aceh,1907,Jan,270.74
Aceh,1907,Feb,123.75
Aceh,1907,Mar,259.35
Aceh,1907,Apr,59.58
Aceh,1907,May,151.53
Aceh,1907,Jun,239.06
Aceh,1907,Jul,147.62
Aceh,1907,Aug,191.72
Aceh,1907,Sep,246.92
Aceh,1907,Oct,251.37
Aceh,1907,Nov,292.41
Aceh,1907,Dec,497.89
Aceh,1908,Jan,207.52
Aceh,1908,Feb,244.91
Aceh,1908,Mar,187.75
Aceh,1908,Apr,220.81
Aceh,1908,May,399.58
Aceh,1908,Jun,123.89
Aceh,1908,Jul,96.9
Aceh,1908,Aug,141.69
Aceh,1908,Sep,298.95
Aceh,1908,Oct,216.95
Aceh,1908,Nov,171.8
Aceh,1908,Dec,316.64
Aceh,1909,Jan,161.91
Aceh,1909,Feb,140.82
Aceh,1909,Mar,187.9
Aceh,1909,Apr,97.37
Aceh,1909,May,199.05
Aceh,1909,Jun,219.89
Aceh,1909,Jul,153.52
Aceh,1909,Aug,222.57
Aceh,1909,Sep,264.73
Aceh,1909,Oct,323.64
Aceh,1909,Nov,258.69
Aceh,1909,Dec,210.83
Aceh,1910,Jan,184.33
Aceh,1910,Feb,271.52
Aceh,1910,Mar,202.95
Aceh,1910,Apr,156.88
Aceh,1910,May,166.12
Aceh,1910,Jun,258.31
Aceh,1910,Jul,119.46
Aceh,1910,Aug,228.34
Aceh,1910,Sep,146.41
Aceh,1910,Oct,216.92
Aceh,1910,Nov,294.79
Aceh,1910,Dec,323.03
Aceh,1911,Jan,189.03
Aceh,1911,Feb,73.94
Aceh,1911,Mar,161.18
Aceh,1911,Apr,191.94
Aceh,1911,May,106.79
Aceh,1911,Jun,127.08
Aceh,1911,Jul,133.63
Aceh,1911,Aug,136.8
Aceh,1911,Sep,243.43
Aceh,1911,Oct,260.62
Aceh,1911,Nov,318.23
Aceh,1911,Dec,314.29
Aceh,1912,Jan,157.61
Aceh,1912,Feb,243.6
Aceh,1912,Mar,52.82
Aceh,1912,Apr,84.42
Aceh,1912,May,317.57
Aceh,1912,Jun,175.17
Aceh,1912,Jul,86.99
Aceh,1912,Aug,175.76
Aceh,1912,Sep,182.34
Aceh,1912,Oct,425.27
Aceh,1912,Nov,315.54
Aceh,1912,Dec,283.42
Aceh,1913,Jan,283.89
Aceh,1913,Feb,162.59
Aceh,1913,Mar,88.02
Aceh,1913,Apr,242.59
Aceh,1913,May,205.15
Aceh,1913,Jun,162.36
Aceh,1913,Jul,136.59
Aceh,1913,Aug,206.29
Aceh,1913,Sep,217.5
Aceh,1913,Oct,216.46
Aceh,1913,Nov,323.22
Aceh,1913,Dec,315.31
Aceh,1914,Jan,254.31
Aceh,1914,Feb,109.39
Aceh,1914,Mar,122.64
Aceh,1914,Apr,177.7
Aceh,1914,May,110.8
Aceh,1914,Jun,124.64
Aceh,1914,Jul,106.09
Aceh,1914,Aug,210.12
Aceh,1914,Sep,255.69
Aceh,1914,Oct,261.19
Aceh,1914,Nov,219.65
Aceh,1914,Dec,251.25
Aceh,1915,Jan,194.46
Aceh,1915,Feb,132.96
Aceh,1915,Mar,212.82
Aceh,1915,Apr,250.63
Aceh,1915,May,202.26
Aceh,1915,Jun,193.5
Aceh,1915,Jul,169.33
Aceh,1915,Aug,240.74
Aceh,1915,Sep,195.85
Aceh,1915,Oct,240.84
Aceh,1915,Nov,426.23
Aceh,1915,Dec,331.44
Aceh,1916,Jan,225.92
Aceh,1916,Feb,123.73
Aceh,1916,Mar,188.9
Aceh,1916,Apr,131.45
Aceh,1916,May,330.55
Aceh,1916,Jun,116.21
Aceh,1916,Jul,357.69
Aceh,1916,Aug,206.6
Aceh,1916,Sep,159.86
Aceh,1916,Oct,324.81
Aceh,1916,Nov,248.73
Aceh,1916,Dec,296.84
Aceh,1917,Jan,411.63
Aceh,1917,Feb,171.97
Aceh,1917,Mar,347.15
Aceh,1917,Apr,123.13
Aceh,1917,May,141.8
Aceh,1917,Jun,97.32
Aceh,1917,Jul,222.73
Aceh,1917,Aug,202.39
Aceh,1917,Sep,131.15
Aceh,1917,Oct,176.51
Aceh,1917,Nov,241.81
Aceh,1917,Dec,273.35
Aceh,1918,Jan,377.2
Aceh,1918,Feb,63.09
Aceh,1918,Mar,117.4
Aceh,1918,Apr,186.47
Aceh,1918,May,138.34
Aceh,1918,Jun,234.02
Aceh,1918,Jul,83.31
Aceh,1918,Aug,208.18
Aceh,1918,Sep,156.63
Aceh,1918,Oct,401.3
Aceh,1918,Nov,249.73
Aceh,1918,Dec,195.63
Aceh,1919,Jan,220.23
Aceh,1919,Feb,96.35
Aceh,1919,Mar,128.03
Aceh,1919,Apr,186.74
Aceh,1919,May,212.95
Aceh,1919,Jun,58.49
Aceh,1919,Jul,145.81
Aceh,1919,Aug,148.32
Aceh,1919,Sep,242.39
Aceh,1919,Oct,260.27
Aceh,1919,Nov,226.63
Aceh,1919,Dec,258.18
Aceh,1920,Jan,222.42
Aceh,1920,Feb,183.89
Aceh,1920,Mar,146.18
Aceh,1920,Apr,251.64
Aceh,1920,May,161.0
Aceh,1920,Jun,124.35
Aceh,1920,Jul,103.38
Aceh,1920,Aug,271.13
Aceh,1920,Sep,272.65
Aceh,1920,Oct,235.75
Aceh,1920,Nov,294.78
Aceh,1920,Dec,213.7
Aceh,1921,Jan,295.41
Aceh,1921,Feb,206.57
Aceh,1921,Mar,265.67
Aceh,1921,Apr,109.08
Aceh,1921,May,226.01
Aceh,1921,Jun,130.77
Aceh,1921,Jul,95.92
Aceh,1921,Aug,164.31
Aceh,1921,Sep,300.7
Aceh,1921,Oct,246.16
Aceh,1921,Nov,316.95
Aceh,1921,Dec,202.98
Aceh,1922,Jan,309.4
Aceh,1922,Feb,81.43
Aceh,1922,Mar,272.39
Aceh,1922,Apr,328.51
Aceh,1922,May,253.32
Aceh,1922,Jun,90.77
Aceh,1922,Jul,169.06
Aceh,1922,Aug,237.71
Aceh,1922,Sep,199.66
Aceh,1922,Oct,270.5
Aceh,1922,Nov,289.57
Aceh,1922,Dec,236.39
Aceh,1923,Jan,175.83
Aceh,1923,Feb,147.71
Aceh,1923,Mar,181.51
Aceh,1923,Apr,173.73
Aceh,1923,May,181.46
Aceh,1923,Jun,100.64
Aceh,1923,Jul,80.35
Aceh,1923,Aug,143.96
Aceh,1923,Sep,273.53
Aceh,1923,Oct,351.23
Aceh,1923,Nov,261.82
Aceh,1923,Dec,235.33
Aceh,1924,Jan,172.27
Aceh,1924,Feb,205.72
Aceh,1924,Mar,316.72
Aceh,1924,Apr,207.53
Aceh,1924,May,227.3
Aceh,1924,Jun,198.61
Aceh,1924,Jul,140.2
Aceh,1924,Aug,101.98
Aceh,1924,Sep,319.74
Aceh,1924,Oct,218.75
Aceh,1924,Nov,263.28
Aceh,1924,Dec,239.34
Aceh,1925,Jan,301.27
Aceh,1925,Feb,171.58
Aceh,1925,Mar,126.0
Aceh,1925,Apr,132.53
Aceh,1925,May,120.26
Aceh,1925,Jun,158.24
Aceh,1925,Jul,78.82
Aceh,1925,Aug,219.64
Aceh,1925,Sep,137.7
Aceh,1925,Oct,258.96
Aceh,1925,Nov,247.0
Aceh,1925,Dec,293.67
Aceh,1926,Jan,157.45
Aceh,1926,Feb,125.97
Aceh,1926,Mar,100.6
Aceh,1926,Apr,83.8
Aceh,1926,May,182.26
Aceh,1926,Jun,156.83
Aceh,1926,Jul,155.01
Aceh,1926,Aug,155.39
Aceh,1926,Sep,186.29
Aceh,1926,Oct,268.46
Aceh,1926,Nov,225.09
Aceh,1926,Dec,401.49
Aceh,1927,Jan,196.3
Aceh,1927,Feb,131.01
Aceh,1927,Mar,199.36
Aceh,1927,Apr,293.79
Aceh,1927,May,197.57
Aceh,1927,Jun,187.44
Aceh,1927,Jul,130.89
Aceh,1927,Aug,176.14
Aceh,1927,Sep,160.1
Aceh,1927,Oct,257.3
Aceh,1927,Nov,234.35
Aceh,1927,Dec,263.1
Aceh,1928,Jan,153.66
Aceh,1928,Feb,164.91
Aceh,1928,Mar,219.35
Aceh,1928,Apr,180.14
Aceh,1928,May,151.22
Aceh,1928,Jun,59.33
Aceh,1928,Jul,160.37
Aceh,1928,Aug,151.4
Aceh,1928,Sep,197.26
Aceh,1928,Oct,366.3
Aceh,1928,Nov,225.02
Aceh,1928,Dec,334.3
Aceh,1929,Jan,86.63
Aceh,1929,Feb,225.77
Aceh,1929,Mar,165.44
Aceh,1929,Apr,128.21
Aceh,1929,May,196.0
Aceh,1929,Jun,143.81
Aceh,1929,Jul,48.36
Aceh,1929,Aug,171.86
Aceh,1929,Sep,267.35
Aceh,1929,Oct,258.12
Aceh,1929,Nov,246.57
Aceh,1929,Dec,125.34
Aceh,1930,Jan,184.52
Aceh,1930,Feb,110.74
Aceh,1930,Mar,389.54
Aceh,1930,Apr,119.23
Aceh,1930,May,154.55
Aceh,1930,Jun,171.06
Aceh,1930,Jul,127.08
Aceh,1930,Aug,178.69
Aceh,1930,Sep,135.91
Aceh,1930,Oct,303.21
Aceh,1930,Nov,278.15
Aceh,1930,Dec,201.18
Aceh,1931,Jan,271.07
Aceh,1931,Feb,164.01
Aceh,1931,Mar,194.89
Aceh,1931,Apr,255.08
Aceh,1931,May,164.36
Aceh,1931,Jun,184.34
Aceh,1931,Jul,143.78
Aceh,1931,Aug,290.92
Aceh,1931,Sep,336.78
Aceh,1931,Oct,318.07
Aceh,1931,Nov,235.94
Aceh,1931,Dec,271.17
Aceh,1932,Jan,226.47
Aceh,1932,Feb,232.88
Aceh,1932,Mar,227.68
Aceh,1932,Apr,225.54
Aceh,1932,May,200.7
Aceh,1932,Jun,213.74
Aceh,1932,Jul,140.01
Aceh,1932,Aug,253.58
Aceh,1932,Sep,177.76
Aceh,1932,Oct,317.48
Aceh,1932,Nov,301.65
Aceh,1932,Dec,187.05
Aceh,1933,Jan,257.42
Aceh,1933,Feb,120.23
Aceh,1933,Mar,140.11
Aceh,1933,Apr,288.63
Aceh,1933,May,141.98
Aceh,1933,Jun,214.08
Aceh,1933,Jul,197.23
Aceh,1933,Aug,154.1
Aceh,1933,Sep,157.71
Aceh,1933,Oct,236.26
Aceh,1933,Nov,295.12
Aceh,1933,Dec,198.19
Aceh,1934,Jan,324.34
Aceh,1934,Feb,112.2
Aceh,1934,Mar,181.58
Aceh,1934,Apr,259.04
Aceh,1934,May,168.87
Aceh,1934,Jun,149.6
Aceh,1934,Jul,257.8
Aceh,1934,Aug,231.34
Aceh,1934,Sep,285.83
Aceh,1934,Oct,333.49
Aceh,1934,Nov,236.3
Aceh,1934,Dec,173.53
Aceh,1935,Jan,276.53
Aceh,1935,Feb,120.97
Aceh,1935,Mar,163.38
Aceh,1935,Apr,232.67
Aceh,1935,May,231.92
Aceh,1935,Jun,145.71
Aceh,1935,Jul,100.08
Aceh,1935,Aug,227.49
Aceh,1935,Sep,96.29
Aceh,1935,Oct,456.08
Aceh,1935,Nov,201.0
Aceh,1935,Dec,313.33
Aceh,1936,Jan,372.2
Aceh,1936,Feb,267.83
Aceh,1936,Mar,131.34
Aceh,1936,Apr,155.96
Aceh,1936,May,206.03
Aceh,1936,Jun,164.15
Aceh,1936,Jul,136.76
Aceh,1936,Aug,218.6
Aceh,1936,Sep,154.48
Aceh,1936,Oct,278.53
Aceh,1936,Nov,318.25
Aceh,1936,Dec,214.11
Aceh,1937,Jan,147.66
Aceh,1937,Feb,153.05
Aceh,1937,Mar,193.56
Aceh,1937,Apr,291.06
Aceh,1937,May,242.55
Aceh,1937,Jun,85.29
Aceh,1937,Jul,119.4
Aceh,1937,Aug,169.65
Aceh,1937,Sep,193.54
Aceh,1937,Oct,240.51
Aceh,1937,Nov,227.91
Aceh,1937,Dec,227.16
Aceh,1938,Jan,192.35
Aceh,1938,Feb,134.57
Aceh,1938,Mar,287.98
Aceh,1938,Apr,174.98
Aceh,1938,May,184.16
Aceh,1938,Jun,84.69
Aceh,1938,Jul,115.01
Aceh,1938,Aug,288.4
Aceh,1938,Sep,241.94
Aceh,1938,Oct,188.0
Aceh,1938,Nov,187.07
Aceh,1938,Dec,133.56
Aceh,1939,Jan,196.12
Aceh,1939,Feb,109.86
Aceh,1939,Mar,136.74
Aceh,1939,Apr,192.37
Aceh,1939,May,207.46
Aceh,1939,Jun,169.92
Aceh,1939,Jul,79.16
Aceh,1939,Aug,254.0
Aceh,1939,Sep,292.96
Aceh,1939,Oct,252.1
Aceh,1939,Nov,196.18
Aceh,1939,Dec,343.92
Aceh,1940,Jan,237.97
Aceh,1940,Feb,123.96
Aceh,1940,Mar,95.99
Aceh,1940,Apr,150.38
Aceh,1940,May,160.24
Aceh,1940,Jun,154.5
Aceh,1940,Jul,81.77
Aceh,1940,Aug,191.06
Aceh,1940,Sep,280.46
Aceh,1940,Oct,291.18
Aceh,1940,Nov,222.04
Aceh,1940,Dec,366.13
Aceh,1941,Jan,205.07
Aceh,1941,Feb,146.81
Aceh,1941,Mar,208.44
Aceh,1941,Apr,187.12
Aceh,1941,May,282.93
Aceh,1941,Jun,116.4
Aceh,1941,Jul,89.56
Aceh,1941,Aug,165.48
Aceh,1941,Sep,264.11
Aceh,1941,Oct,296.02
Aceh,1941,Nov,326.76
Aceh,1941,Dec,294.6
Aceh,1942,Jan,201.75
Aceh,1942,Feb,146.98
Aceh,1942,Mar,186.64
Aceh,1942,Apr,212.02
Aceh,1942,May,205.02
Aceh,1942,Jun,135.66
Aceh,1942,Jul,142.42
Aceh,1942,Aug,170.04
Aceh,1942,Sep,219.72
Aceh,1942,Oct,276.44
Aceh,1942,Nov,269.29
Aceh,1942,Dec,293.65
Aceh,1943,Jan,194.11
Aceh,1943,Feb,157.15
Aceh,1943,Mar,197.99
Aceh,1943,Apr,209.62
Aceh,1943,May,202.43
Aceh,1943,Jun,131.63
Aceh,1943,Jul,142.01
Aceh,1943,Aug,167.5
Aceh,1943,Sep,218.64
Aceh,1943,Oct,278.61
Aceh,1943,Nov,264.22
Aceh,1943,Dec,285.28
Aceh,1944,Jan,199.47
Aceh,1944,Feb,152.0
Aceh,1944,Mar,182.96
Aceh,1944,Apr,208.84
Aceh,1944,May,208.05
Aceh,1944,Jun,141.01
Aceh,1944,Jul,141.32
Aceh,1944,Aug,169.79
Aceh,1944,Sep,220.88
Aceh,1944,Oct,271.98
Aceh,1944,Nov,263.0
Aceh,1944,Dec,292.12
Aceh,1945,Jan,198.34
Aceh,1945,Feb,153.54
Aceh,1945,Mar,188.29
Aceh,1945,Apr,214.22
Aceh,1945,May,204.43
Aceh,1945,Jun,135.3
Aceh,1945,Jul,146.29
Aceh,1945,Aug,171.8
Aceh,1945,Sep,214.77
Aceh,1945,Oct,276.6
Aceh,1945,Nov,268.55
Aceh,1945,Dec,288.71
Aceh,1946,Jan,203.61
Aceh,1946,Feb,148.88
Aceh,1946,Mar,234.83
Aceh,1946,Apr,224.96
Aceh,1946,May,199.37
Aceh,1946,Jun,79.46
Aceh,1946,Jul,89.5
Aceh,1946,Aug,212.42
Aceh,1946,Sep,305.85
Aceh,1946,Oct,282.67
Aceh,1946,Nov,297.77
Aceh,1946,Dec,267.79
Aceh,1947,Jan,384.57
Aceh,1947,Feb,203.22
Aceh,1947,Mar,199.16
Aceh,1947,Apr,276.27
Aceh,1947,May,227.35
Aceh,1947,Jun,157.92
Aceh,1947,Jul,202.85
Aceh,1947,Aug,241.97
Aceh,1947,Sep,223.61
Aceh,1947,Oct,272.29
Aceh,1947,Nov,245.23
Aceh,1947,Dec,314.94
Aceh,1948,Jan,392.97
Aceh,1948,Feb,116.12
Aceh,1948,Mar,201.5
Aceh,1948,Apr,167.81
Aceh,1948,May,165.35
Aceh,1948,Jun,87.78
Aceh,1948,Jul,127.03
Aceh,1948,Aug,123.53
Aceh,1948,Sep,155.52
Aceh,1948,Oct,216.22
Aceh,1948,Nov,191.62
Aceh,1948,Dec,187.2
Aceh,1949,Jan,195.74
Aceh,1949,Feb,175.6
Aceh,1949,Mar,146.93
Aceh,1949,Apr,188.53
Aceh,1949,May,186.43
Aceh,1949,Jun,132.26
Aceh,1949,Jul,216.44
Aceh,1949,Aug,229.49
Aceh,1949,Sep,217.01
Aceh,1949,Oct,299.36
Aceh,1949,Nov,296.77
Aceh,1949,Dec,269.38
Aceh,1950,Jan,274.15
Aceh,1950,Feb,147.58
Aceh,1950,Mar,132.49
Aceh,1950,Apr,267.38
Aceh,1950,May,233.87
Aceh,1950,Jun,103.4
Aceh,1950,Jul,127.0
Aceh,1950,Aug,170.13
Aceh,1950,Sep,152.68
Aceh,1950,Oct,270.61
Aceh,1950,Nov,333.41
Aceh,1950,Dec,287.03
Aceh,1951,Jan,220.81
Aceh,1951,Feb,164.85
Aceh,1951,Mar,152.27
Aceh,1951,Apr,191.07
Aceh,1951,May,284.84
Aceh,1951,Jun,72.02
Aceh,1951,Jul,183.39
Aceh,1951,Aug,199.04
Aceh,1951,Sep,290.43
Aceh,1951,Oct,230.13
Aceh,1951,Nov,194.29
Aceh,1951,Dec,286.33
Aceh,1952,Jan,241.0
Aceh,1952,Feb,396.29
Aceh,1952,Mar,237.01
Aceh,1952,Apr,231.1
Aceh,1952,May,237.24
Aceh,1952,Jun,152.88
Aceh,1952,Jul,118.53
Aceh,1952,Aug,153.5
Aceh,1952,Sep,193.82
Aceh,1952,Oct,323.74
Aceh,1952,Nov,300.46
Aceh,1952,Dec,206.66
Aceh,1953,Jan,212.36
Aceh,1953,Feb,180.25
Aceh,1953,Mar,236.77
Aceh,1953,Apr,171.11
Aceh,1953,May,174.9
Aceh,1953,Jun,172.3
Aceh,1953,Jul,177.55
Aceh,1953,Aug,142.11
Aceh,1953,Sep,247.18
Aceh,1953,Oct,293.09
Aceh,1953,Nov,259.53
Aceh,1953,Dec,265.37
Aceh,1954,Jan,247.37
Aceh,1954,Feb,115.24
Aceh,1954,Mar,182.72
Aceh,1954,Apr,205.9
Aceh,1954,May,250.97
Aceh,1954,Jun,167.3
Aceh,1954,Jul,191.56
Aceh,1954,Aug,235.19
Aceh,1954,Sep,94.83
Aceh,1954,Oct,288.29
Aceh,1954,Nov,259.23
Aceh,1954,Dec,333.09
Aceh,1955,Jan,279.82
Aceh,1955,Feb,124.92
Aceh,1955,Mar,162.53
Aceh,1955,Apr,192.39
Aceh,1955,May,271.51
Aceh,1955,Jun,136.49
Aceh,1955,Jul,101.84
Aceh,1955,Aug,157.62
Aceh,1955,Sep,196.99
Aceh,1955,Oct,305.02
Aceh,1955,Nov,232.97
Aceh,1955,Dec,244.66
Aceh,1956,Jan,302.97
Aceh,1956,Feb,147.01
Aceh,1956,Mar,173.97
Aceh,1956,Apr,161.13
Aceh,1956,May,190.17
Aceh,1956,Jun,106.94
Aceh,1956,Jul,250.31
Aceh,1956,Aug,196.3
Aceh,1956,Sep,229.66
Aceh,1956,Oct,267.71
Aceh,1956,Nov,416.55
Aceh,1956,Dec,275.25
Aceh,1957,Jan,164.57
Aceh,1957,Feb,53.77
Aceh,1957,Mar,147.42
Aceh,1957,Apr,201.04
Aceh,1957,May,209.97
Aceh,1957,Jun,187.74
Aceh,1957,Jul,229.78
Aceh,1957,Aug,207.55
Aceh,1957,Sep,314.09
Aceh,1957,Oct,278.94
Aceh,1957,Nov,255.17
Aceh,1957,Dec,263.87
Aceh,1958,Jan,210.63
Aceh,1958,Feb,111.79
Aceh,1958,Mar,122.74
Aceh,1958,Apr,142.27
Aceh,1958,May,309.77
Aceh,1958,Jun,203.09
Aceh,1958,Jul,94.69
Aceh,1958,Aug,199.58
Aceh,1958,Sep,161.56
Aceh,1958,Oct,316.04
Aceh,1958,Nov,262.99
Aceh,1958,Dec,214.61
Aceh,1959,Jan,122.38
Aceh,1959,Feb,91.43
Aceh,1959,Mar,264.21
Aceh,1959,Apr,150.21
Aceh,1959,May,138.23
Aceh,1959,Jun,177.08
Aceh,1959,Jul,252.47
Aceh,1959,Aug,179.78
Aceh,1959,Sep,172.33
Aceh,1959,Oct,283.6
Aceh,1959,Nov,307.8
Aceh,1959,Dec,173.73
Aceh,1960,Jan,187.01
Aceh,1960,Feb,196.37
Aceh,1960,Mar,163.67
Aceh,1960,Apr,167.72
Aceh,1960,May,207.74
Aceh,1960,Jun,103.37
Aceh,1960,Jul,218.91
Aceh,1960,Aug,180.71
Aceh,1960,Sep,300.09
Aceh,1960,Oct,254.03
Aceh,1960,Nov,277.1
Aceh,1960,Dec,258.82
Aceh,1961,Jan,267.88
Aceh,1961,Feb,184.91
Aceh,1961,Mar,207.95
Aceh,1961,Apr,215.2
Aceh,1961,May,239.96
Aceh,1961,Jun,143.12
Aceh,1961,Jul,144.05
Aceh,1961,Aug,75.18
Aceh,1961,Sep,150.22
Aceh,1961,Oct,195.33
Aceh,1961,Nov,299.41
Aceh,1961,Dec,325.09
Aceh,1962,Jan,211.93
Aceh,1962,Feb,109.75
Aceh,1962,Mar,190.37
Aceh,1962,Apr,183.28
Aceh,1962,May,117.42
Aceh,1962,Jun,115.11
Aceh,1962,Jul,90.06
Aceh,1962,Aug,153.76
Aceh,1962,Sep,151.34
Aceh,1962,Oct,300.25
Aceh,1962,Nov,200.34
Aceh,1962,Dec,310.36
Aceh,1963,Jan,217.64
Aceh,1963,Feb,202.54
Aceh,1963,Mar,133.01
Aceh,1963,Apr,119.27
Aceh,1963,May,121.73
Aceh,1963,Jun,115.25
Aceh,1963,Jul,85.04
Aceh,1963,Aug,123.0
Aceh,1963,Sep,232.29
Aceh,1963,Oct,331.67
Aceh,1963,Nov,242.26
Aceh,1963,Dec,186.01
Aceh,1964,Jan,134.06
Aceh,1964,Feb,164.06
Aceh,1964,Mar,146.8
Aceh,1964,Apr,272.75
Aceh,1964,May,206.79
Aceh,1964,Jun,111.82
Aceh,1964,Jul,163.91
Aceh,1964,Aug,154.87
Aceh,1964,Sep,212.04
Aceh,1964,Oct,264.03
Aceh,1964,Nov,260.54
Aceh,1964,Dec,280.33
Aceh,1965,Jan,59.11
Aceh,1965,Feb,104.24
Aceh,1965,Mar,247.29
Aceh,1965,Apr,234.03
Aceh,1965,May,262.74
Aceh,1965,Jun,97.82
Aceh,1965,Jul,105.76
Aceh,1965,Aug,222.18
Aceh,1965,Sep,233.23
Aceh,1965,Oct,257.66
Aceh,1965,Nov,241.23
Aceh,1965,Dec,329.49
Aceh,1966,Jan,196.99
Aceh,1966,Feb,109.72
Aceh,1966,Mar,289.2
Aceh,1966,Apr,234.56
Aceh,1966,May,180.27
Aceh,1966,Jun,189.25
Aceh,1966,Jul,93.46
Aceh,1966,Aug,197.38
Aceh,1966,Sep,292.59
Aceh,1966,Oct,209.34
Aceh,1966,Nov,259.52
Aceh,1966,Dec,215.62
Aceh,1967,Jan,243.57
Aceh,1967,Feb,168.97
Aceh,1967,Mar,88.74
Aceh,1967,Apr,139.44
Aceh,1967,May,165.54
Aceh,1967,Jun,174.92
Aceh,1967,Jul,110.16
Aceh,1967,Aug,160.31
Aceh,1967,Sep,277.29
Aceh,1967,Oct,295.71
Aceh,1967,Nov,213.21
Aceh,1967,Dec,207.97
Aceh,1968,Jan,129.2
Aceh,1968,Feb,49.88
Aceh,1968,Mar,210.47
Aceh,1968,Apr,198.99
Aceh,1968,May,220.68
Aceh,1968,Jun,127.31
Aceh,1968,Jul,180.18
Aceh,1968,Aug,216.52
Aceh,1968,Sep,148.65
Aceh,1968,Oct,246.75
Aceh,1968,Nov,172.92
Aceh,1968,Dec,208.55
Aceh,1969,Jan,174.32
Aceh,1969,Feb,148.02
Aceh,1969,Mar,108.44
Aceh,1969,Apr,83.86
Aceh,1969,May,122.8
Aceh,1969,Jun,144.79
Aceh,1969,Jul,144.86
Aceh,1969,Aug,272.73
Aceh,1969,Sep,155.6
Aceh,1969,Oct,307.24
Aceh,1969,Nov,414.0
Aceh,1969,Dec,295.48
Aceh,1970,Jan,214.78
Aceh,1970,Feb,142.23
Aceh,1970,Mar,121.01
Aceh,1970,Apr,227.08
Aceh,1970,May,208.19
Aceh,1970,Jun,105.66
Aceh,1970,Jul,113.29
Aceh,1970,Aug,143.37
Aceh,1970,Sep,235.3
Aceh,1970,Oct,320.92
Aceh,1970,Nov,281.22
Aceh,1970,Dec,248.19
Aceh,1971,Jan,560.19
Aceh,1971,Feb,219.04
Aceh,1971,Mar,280.87
Aceh,1971,Apr,133.27
Aceh,1971,May,259.6
Aceh,1971,Jun,158.72
Aceh,1971,Jul,106.61
Aceh,1971,Aug,190.16
Aceh,1971,Sep,216.59
Aceh,1971,Oct,234.99
Aceh,1971,Nov,149.35
Aceh,1971,Dec,401.03
Aceh,1972,Jan,87.36
Aceh,1972,Feb,176.57
Aceh,1972,Mar,111.93
Aceh,1972,Apr,217.86
Aceh,1972,May,99.39
Aceh,1972,Jun,123.1
Aceh,1972,Jul,99.67
Aceh,1972,Aug,180.32
Aceh,1972,Sep,266.38
Aceh,1972,Oct,260.07
Aceh,1972,Nov,239.51
Aceh,1972,Dec,286.14
Aceh,1973,Jan,229.43
Aceh,1973,Feb,95.75
Aceh,1973,Mar,201.16
Aceh,1973,Apr,200.19
Aceh,1973,May,215.58
Aceh,1973,Jun,128.25
Aceh,1973,Jul,104.59
Aceh,1973,Aug,247.15
Aceh,1973,Sep,195.82
Aceh,1973,Oct,354.59
Aceh,1973,Nov,268.59
Aceh,1973,Dec,547.46
Aceh,1974,Jan,326.57
Aceh,1974,Feb,161.13
Aceh,1974,Mar,164.86
Aceh,1974,Apr,258.8
Aceh,1974,May,193.02
Aceh,1974,Jun,116.39
Aceh,1974,Jul,113.06
